date,upwind_station_count,upwind_selected_station_codes,upwind_mean_lag_days,upwind_total_weight
2019-04-11,13,A002|A003|A012|A025|A027|A029|A033|A034|A035|A037|A046|A507|A512,1.6923076923076923,3.6519441334658054
2019-04-12,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.8888888888888888,2.2543618250804247
2019-04-13,6,A017|A032|A045|A544|A548|A559,1.6666666666666667,1.5921732495313274
2019-04-14,6,A017|A032|A045|A544|A548|A559,1.6666666666666667,1.4868083078337349
2019-04-15,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.5555555555555556,2.651341191906495
2019-04-16,5,A017|A032|A045|A544|A548,1.0,1.8676184374517089
2019-04-17,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.8888888888888888,1.7691540523255356
2019-04-18,12,A002|A003|A012|A025|A027|A028|A029|A033|A035|A037|A046|A512,1.75,2.1573348309966858
2019-04-19,12,A036|A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,1.8333333333333333,3.3395771322268595
2019-04-20,10,A047|A056|A528|A542|A545|A546|A547|A553|A562|A571,1.9,2.42660332573309
2019-04-21,4,A010|A017|A024|A032,2.0,0.9919919858973112
2019-04-22,4,A017|A024|A032|A045,1.25,1.070761039053813
2019-04-23,10,A047|A056|A528|A542|A545|A546|A547|A553|A562|A571,1.5,3.1299279908294113
2019-04-24,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.4444444444444444,3.32096773789098
2019-04-25,8,A047|A528|A542|A544|A545|A547|A548|A559,1.25,3.637388566278026
2019-04-26,7,A047|A542|A544|A545|A547|A548|A559,1.0,3.6362514355874005
2019-04-27,6,A045|A544|A545|A547|A548|A559,1.3333333333333333,2.370044869068745
2019-04-28,5,A010|A017|A024|A032|A045,1.4,1.5138042166491057
2019-04-29,7,A002|A014|A025|A027|A028|A029|A046,1.8571428571428572,1.5879997668785664
2019-04-30,8,A047|A528|A542|A545|A547|A553|A562|A571,1.5,2.6575535675970854
2019-05-01,8,A047|A528|A542|A544|A545|A547|A548|A559,1.875,2.0264738996419585
2019-05-02,5,A005|A015|A022|A042|A054,1.4,1.751019335658407
2019-05-03,5,A017|A045|A544|A548|A559,1.6,1.6182049276049082
2019-05-04,8,A047|A528|A542|A545|A547|A553|A562|A571,1.25,3.4287680997497216
2019-05-05,8,A047|A528|A542|A544|A545|A547|A548|A559,1.25,3.5422626817256058
2019-05-06,10,A047|A528|A542|A544|A545|A547|A548|A553|A559|A571,1.4,3.5820623907327738
2019-05-07,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.7777777777777777,2.3557212301640096
2019-05-08,7,A047|A542|A544|A545|A547|A548|A559,1.2857142857142858,2.406273010110476
2019-05-09,5,A045|A544|A547|A548|A559,1.2,2.0836245514740335
2019-05-10,5,A544|A545|A547|A548|A559,1.6,1.6005427520908282
2019-05-11,5,A544|A545|A547|A548|A559,1.6,1.7326260840303005
2019-05-12,8,A047|A528|A542|A545|A547|A553|A559|A571,1.375,3.0918064185396537
2019-05-13,8,A047|A528|A542|A545|A547|A553|A559|A571,1.5,2.4748627350820414
2019-05-14,12,A036|A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,1.6666666666666667,3.5835722212133962
2019-05-15,11,A036|A047|A056|A523|A528|A542|A545|A546|A553|A562|A571,1.2727272727272727,3.721945512801776
2019-05-16,5,A544|A545|A547|A548|A559,1.6,1.7801897374633617
2019-05-17,7,A047|A542|A544|A545|A547|A548|A559,1.4285714285714286,2.2136518977664688
2019-05-18,8,A047|A528|A542|A544|A545|A547|A548|A559,1.875,2.22204341858772
2019-05-19,10,A047|A056|A528|A542|A545|A546|A547|A553|A562|A571,1.5,3.097728273488041
2019-05-20,8,A047|A528|A542|A545|A547|A553|A562|A571,1.5,2.6953933108412955
2019-05-21,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.5555555555555556,2.819941398772623
2019-05-22,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.8888888888888888,2.422358480949513
2019-05-23,5,A045|A544|A547|A548|A559,1.6,1.4979239369845867
2019-05-24,11,A002|A003|A014|A025|A027|A028|A029|A035|A037|A046|A512,2.0,2.7584557463149597
2019-05-25,12,A034|A036|A047|A056|A523|A528|A542|A545|A546|A553|A562|A571,1.9166666666666667,2.8324377807861043
2019-05-26,10,A047|A056|A528|A542|A545|A546|A547|A553|A562|A571,1.9,2.6128339437319084
2019-05-27,9,A047|A056|A528|A542|A545|A547|A553|A562|A571,1.2222222222222223,3.6926144335152156
2019-05-28,5,A045|A544|A547|A548|A559,1.6,1.653937926987828
2019-05-29,8,A047|A528|A542|A545|A547|A553|A559|A571,1.5,2.756003975234146
2019-05-30,7,A047|A542|A544|A545|A547|A548|A559,1.4285714285714286,2.280963843477701
2019-05-31,5,A010|A017|A024|A032|A045,1.4,1.5841667854994546
2019-06-01,12,A036|A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,1.9166666666666667,2.007506467820747
2019-06-02,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.5555555555555556,2.7360640747482488
2019-06-03,8,A047|A528|A542|A544|A545|A547|A548|A559,1.875,2.243472151684998
2019-06-04,13,A012|A034|A036|A047|A056|A507|A523|A528|A542|A546|A553|A562|A571,1.1538461538461537,5.22418611042634
2019-06-05,12,A036|A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,0.9166666666666666,6.137915805561158
2019-06-06,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.1111111111111112,4.259545833364407
2019-06-07,10,A047|A528|A542|A544|A545|A547|A548|A553|A559|A571,1.2,4.506554703846676
2019-06-08,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.4444444444444444,3.0238666562090244
2019-06-09,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.4444444444444444,3.3566364240079745
2019-06-10,8,A047|A528|A542|A544|A545|A547|A548|A559,0.875,4.062106986003199
2019-06-11,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.7249863104335597
2019-06-12,8,A047|A528|A542|A544|A545|A547|A548|A559,0.875,4.185089158594927
2019-06-13,5,A544|A545|A547|A548|A559,1.0,2.5445944363767623
2019-06-14,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,0.8888888888888888,4.803557360993569
2019-06-15,8,A047|A528|A542|A544|A545|A547|A548|A559,0.875,4.195586578277976
2019-06-16,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.0,4.342327375269019
2019-06-17,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.848574177581092
2019-06-18,6,A017|A045|A544|A547|A548|A559,1.1666666666666667,2.42188134695699
2019-06-19,10,A047|A056|A528|A542|A545|A546|A547|A553|A562|A571,1.9,2.5964329488864712
2019-06-20,8,A047|A528|A542|A545|A547|A553|A562|A571,1.5,2.9174877730188093
2019-06-21,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,0.7777777777777778,4.89268524538118
2019-06-22,8,A047|A528|A542|A544|A545|A547|A548|A559,0.875,4.270631554990212
2019-06-23,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.292256751609326
2019-06-24,6,A017|A045|A544|A547|A548|A559,1.1666666666666667,2.5381509972735867
2019-06-25,4,A010|A017|A024|A032,1.75,1.198541451091562
2019-06-26,5,A010|A017|A024|A032|A045,1.4,1.6106778395360377
2019-06-27,6,A045|A544|A545|A547|A548|A559,1.3333333333333333,2.166315551948414
2019-06-28,5,A544|A545|A547|A548|A559,1.0,2.5002813642728734
2019-06-29,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.4528734883037737
2019-06-30,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.5179923196405998
2019-07-01,7,A047|A542|A544|A545|A547|A548|A559,1.7142857142857142,1.9241389458512017
2019-07-02,5,A017|A032|A045|A544|A548,1.4,1.7104632140625053
2019-07-03,5,A005|A015|A022|A042|A054,1.2,1.7478720874361118
2019-07-04,6,A005|A010|A015|A022|A042|A054,1.3333333333333333,2.2699466402724653
2019-07-05,5,A014|A015|A022|A028|A042,1.0,2.1758157127571085
2019-07-06,12,A003|A012|A033|A034|A035|A036|A037|A056|A507|A512|A523|A546,0.9166666666666666,6.069431185207009
2019-07-07,11,A036|A047|A056|A523|A528|A542|A545|A546|A553|A562|A571,1.1818181818181819,5.015325534039942
2019-07-08,10,A047|A528|A542|A544|A545|A547|A548|A553|A559|A571,1.2,4.723104009190963
2019-07-09,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.2222222222222223,4.215782296497389
2019-07-10,8,A047|A528|A542|A544|A545|A547|A548|A559,1.25,3.4032692411108987
2019-07-11,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.4444444444444444,3.2372803396566794
2019-07-12,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.5555555555555556,2.872717151262061
2019-07-13,7,A047|A542|A544|A545|A547|A548|A559,1.2857142857142858,2.4424923457323295
2019-07-14,5,A544|A545|A547|A548|A559,1.8,1.43245124647658
2019-07-15,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.8888888888888888,1.8256817870738375
2019-07-16,7,A002|A014|A025|A027|A028|A029|A046,1.8571428571428572,1.7844004226513737
2019-07-17,12,A034|A036|A047|A056|A507|A523|A528|A542|A546|A553|A562|A571,1.3333333333333333,4.3699470125997895
2019-07-18,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,0.8888888888888888,4.543190333638578
2019-07-19,7,A047|A542|A544|A545|A547|A548|A559,0.5714285714285714,4.547042651906462
2019-07-20,7,A047|A542|A544|A545|A547|A548|A559,0.7142857142857143,4.322817752247746
2019-07-21,6,A017|A045|A544|A547|A548|A559,0.8333333333333334,3.4705066107983913
2019-07-22,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.8189652856787837
2019-07-23,5,A045|A544|A547|A548|A559,0.6,3.591075368317707
2019-07-24,7,A047|A542|A544|A545|A547|A548|A559,0.8571428571428571,3.7121237959980067
2019-07-25,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.0906666653963826
2019-07-26,8,A047|A528|A542|A544|A545|A547|A548|A559,1.125,3.883944139609488
2019-07-27,8,A047|A528|A542|A544|A545|A547|A548|A559,0.875,4.284802271694551
2019-07-28,5,A544|A545|A547|A548|A559,1.0,2.4237566253817695
2019-07-29,5,A544|A545|A547|A548|A559,1.6,1.6240274149671647
2019-07-30,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.7047537045921333
2019-07-31,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.7777777777777777,2.561529962878165
2019-08-01,5,A045|A544|A547|A548|A559,1.0,2.398018782405266
2019-08-02,11,A036|A047|A056|A523|A528|A542|A545|A546|A553|A562|A571,1.8181818181818181,3.1846711998017887
2019-08-03,12,A003|A012|A033|A034|A035|A036|A037|A056|A507|A512|A523|A546,1.8333333333333333,3.278285114207226
2019-08-04,12,A036|A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,1.1666666666666667,5.66997193927286
2019-08-05,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,0.6666666666666666,6.224902841199454
2019-08-06,5,A544|A545|A547|A548|A559,0.8,3.4653639456522622
2019-08-07,8,A047|A528|A542|A544|A545|A547|A548|A559,0.75,4.845539565013723
2019-08-08,8,A047|A528|A542|A544|A545|A547|A548|A559,1.0,3.9596623527141226
2019-08-09,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.558388481459935
2019-08-10,6,A045|A544|A545|A547|A548|A559,1.3333333333333333,2.111057796011941
2019-08-11,5,A544|A545|A547|A548|A559,1.4,1.9817286945790231
2019-08-12,5,A544|A545|A547|A548|A559,1.4,2.08297879337014
2019-08-13,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.7165185019220353
2019-08-14,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,0.8888888888888888,4.657130303876266
2019-08-15,7,A047|A542|A544|A545|A547|A548|A559,0.5714285714285714,5.162603432832828
2019-08-16,7,A047|A542|A544|A545|A547|A548|A559,0.5714285714285714,4.860948075317404
2019-08-17,8,A047|A528|A542|A544|A545|A547|A548|A559,0.875,4.094778259424624
2019-08-18,8,A047|A528|A542|A545|A547|A553|A562|A571,1.5,3.0442599439350353
2019-08-19,5,A544|A545|A547|A548|A559,2.2,1.2084875414974705
2019-08-20,6,A017|A045|A544|A547|A548|A559,1.5,2.013773707110097
2019-08-21,8,A047|A528|A542|A545|A547|A553|A562|A571,1.5,2.6970565562121775
2019-08-22,8,A047|A528|A542|A545|A547|A553|A562|A571,1.5,2.803005432260533
2019-08-23,10,A047|A056|A528|A542|A545|A546|A547|A553|A562|A571,1.3,3.2611964611957553
2019-08-24,12,A036|A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,1.1666666666666667,5.174352375047454
2019-08-25,8,A047|A528|A542|A544|A545|A547|A548|A559,0.875,4.091633969264921
2019-08-26,7,A047|A542|A544|A545|A547|A548|A559,0.7142857142857143,4.131272412131148
2019-08-27,5,A544|A545|A547|A548|A559,1.0,2.6015233061039194
2019-08-28,8,A047|A528|A542|A544|A545|A547|A548|A559,1.125,3.8443149111314345
2019-08-29,7,A047|A542|A544|A545|A547|A548|A559,1.0,3.563825547283492
2019-08-30,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.0106996703071767
2019-08-31,5,A544|A545|A547|A548|A559,1.6,1.7339640553487894
2019-09-01,6,A017|A032|A045|A544|A548|A559,1.1666666666666667,2.248638089661373
2019-09-02,6,A017|A032|A045|A544|A548|A559,1.6666666666666667,1.6210140437822933
2019-09-03,5,A045|A544|A547|A548|A559,1.0,2.6599791952153455
2019-09-04,5,A544|A545|A547|A548|A559,1.0,2.5832020291742257
2019-09-05,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.5718225151021956
2019-09-06,6,A045|A544|A545|A547|A548|A559,0.6666666666666666,4.462289712851198
2019-09-07,5,A045|A544|A547|A548|A559,0.6,3.77906182032474
2019-09-08,5,A544|A545|A547|A548|A559,1.0,2.8248486789996514
2019-09-09,5,A045|A544|A547|A548|A559,1.0,2.6027276390227416
2019-09-10,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.495980382524675
2019-09-11,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.600510812115881
2019-09-12,6,A045|A544|A545|A547|A548|A559,1.3333333333333333,2.378164737415957
2019-09-13,5,A544|A545|A547|A548|A559,1.4,2.201034933674841
2019-09-14,5,A544|A545|A547|A548|A559,1.0,2.405245426968884
2019-09-15,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.5322436720933754
2019-09-16,5,A045|A544|A547|A548|A559,0.8,3.338161638261142
2019-09-17,6,A045|A544|A545|A547|A548|A559,1.3333333333333333,2.267266419397226
2019-09-18,4,A017|A024|A032|A045,1.0,1.7040594722192979
2019-09-19,5,A010|A017|A024|A032|A045,1.2,1.9116290667635978
2019-09-20,4,A010|A017|A024|A032,1.75,1.195489758217562
2019-09-21,5,A017|A032|A045|A544|A548,1.4,1.7432296997343892
2019-09-22,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.555100354331044
2019-09-23,6,A045|A544|A545|A547|A548|A559,0.6666666666666666,4.506853015904959
2019-09-24,6,A045|A544|A545|A547|A548|A559,0.6666666666666666,4.074838131013824
2019-09-25,5,A017|A045|A544|A548|A559,1.0,2.396044129798865
2019-09-26,12,A012|A033|A034|A036|A056|A507|A523|A528|A546|A553|A562|A571,1.1666666666666667,4.997102210826503
2019-09-27,12,A034|A036|A047|A056|A507|A523|A528|A542|A546|A553|A562|A571,1.3333333333333333,4.064837744748808
2019-09-28,8,A047|A528|A542|A545|A547|A553|A562|A571,1.5,2.6306402242503086
2019-09-29,12,A012|A033|A034|A036|A056|A507|A523|A528|A546|A553|A562|A571,1.3333333333333333,4.023989736725369
2019-09-30,5,A005|A010|A024|A032|A054,1.8,1.6914715751871496
2019-10-01,6,A017|A045|A544|A547|A548|A559,1.0,2.816297225549376
2019-10-02,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.3333333333333333,3.4449577736374617
2019-10-03,8,A047|A528|A542|A545|A547|A553|A562|A571,1.625,2.40685026979966
2019-10-04,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.5233800952010346
2019-10-05,4,A010|A017|A024|A032,1.5,1.4057411483419546
2019-10-06,5,A005|A010|A022|A042|A054,1.4,1.8634732468236976
2019-10-07,5,A005|A015|A022|A042|A054,1.4,1.6816254962984696
2019-10-08,12,A034|A036|A047|A056|A523|A528|A542|A545|A546|A553|A562|A571,1.25,4.712610983347042
2019-10-09,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.2222222222222223,4.245353753024268
2019-10-10,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.160009761998955
2019-10-11,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,0.7777777777777778,5.041675242349005
2019-10-12,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.3313577817605617
2019-10-13,8,A047|A528|A542|A544|A545|A547|A548|A559,1.25,3.577670615524596
2019-10-14,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.803642136163134
2019-10-15,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.5806302994042674
2019-10-16,7,A047|A542|A544|A545|A547|A548|A559,0.8571428571428571,3.6562383794412128
2019-10-17,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.7489529420003587
2019-10-18,5,A045|A544|A547|A548|A559,1.2,1.907920645743906
2019-10-19,5,A544|A545|A547|A548|A559,2.2,1.317171454038716
2019-10-20,5,A544|A545|A547|A548|A559,1.8,1.521192453241055
2019-10-21,8,A002|A014|A015|A022|A025|A027|A028|A046,1.25,3.109004997637427
2019-10-22,6,A014|A015|A022|A027|A028|A042,1.1666666666666667,2.387272577380793
2019-10-23,6,A045|A544|A545|A547|A548|A559,1.5,1.8681582646595307
2019-10-24,6,A017|A045|A544|A547|A548|A559,1.5,2.0169112479049267
2019-10-25,5,A017|A032|A045|A544|A548,1.4,1.8475834221172627
2019-10-26,4,A010|A017|A024|A032,1.25,1.5932050104376845
2019-10-27,5,A017|A045|A544|A548|A559,1.4,1.768155130820682
2019-10-28,8,A047|A528|A542|A544|A545|A547|A548|A559,1.375,2.8816854914146797
2019-10-29,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.5831668404406654
2019-10-30,11,A036|A047|A056|A523|A528|A542|A545|A546|A553|A562|A571,1.1818181818181819,4.962340213938308
