date,upwind_station_count,upwind_selected_station_codes,upwind_mean_lag_days,upwind_total_weight
2019-10-31,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.4444444444444444,3.3263629275995115
2019-11-01,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.5555555555555556,2.705699197238311
2019-11-02,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.2222222222222223,4.142762985424362
2019-11-03,4,A005|A010|A024|A054,1.0,1.8294563147940206
2019-11-04,5,A010|A017|A024|A032|A045,1.4,1.6187838768204832
2019-11-05,5,A005|A015|A022|A042|A054,1.6,1.3816262315949996
2019-11-06,5,A014|A015|A022|A028|A042,1.0,2.2833056360712423
2019-11-07,14,A012|A033|A034|A036|A047|A056|A507|A523|A528|A542|A546|A553|A562|A571,1.4285714285714286,4.449358096189533
2019-11-08,12,A003|A012|A033|A034|A035|A036|A037|A056|A507|A512|A523|A546,1.75,3.5562237351931603
2019-11-09,7,A047|A542|A544|A545|A547|A548|A559,0.8571428571428571,3.628343639566288
2019-11-10,13,A002|A003|A012|A025|A027|A029|A033|A034|A035|A037|A046|A507|A512,1.6153846153846154,3.9532554264177087
2019-11-11,12,A002|A003|A012|A025|A027|A029|A033|A035|A037|A046|A507|A512,1.5833333333333333,3.5520720913511816
2019-11-12,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.617699918735062
2019-11-13,5,A017|A045|A544|A548|A559,0.8,2.958035461044905
2019-11-14,8,A002|A014|A025|A027|A028|A029|A037|A046,1.625,2.6816824098253753
2019-11-15,6,A014|A015|A022|A027|A028|A042,1.1666666666666667,2.609225819286782
2019-11-16,12,A002|A003|A012|A025|A029|A033|A034|A035|A037|A046|A507|A512,1.4166666666666667,4.249490311886638
2019-11-17,6,A005|A010|A015|A022|A042|A054,1.3333333333333333,1.9852451180570647
2019-11-18,6,A017|A032|A045|A544|A548|A559,1.1666666666666667,2.407746043784558
2019-11-19,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.5555555555555556,2.852104361029027
2019-11-20,5,A005|A010|A024|A032|A054,1.8,1.4498399913009474
2019-11-21,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.0283378914504206
2019-11-22,5,A010|A017|A024|A032|A045,1.6,1.357610627464226
2019-11-23,7,A002|A014|A025|A027|A028|A029|A046,1.7142857142857142,2.068858148395564
2019-11-24,5,A014|A015|A022|A028|A042,1.4,1.6695006307064928
2019-11-25,12,A036|A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,1.9166666666666667,2.7901866999799747
2019-11-26,5,A010|A017|A024|A032|A045,1.2,1.856357871141958
2019-11-27,4,A010|A017|A024|A032,1.25,1.6931205586990354
2019-11-28,4,A005|A010|A024|A054,1.5,1.419167803299002
2019-11-29,5,A005|A015|A022|A042|A054,1.0,2.5881831296431415
2019-11-30,4,A010|A017|A024|A032,2.0,0.7166332800980771
2019-12-01,5,A005|A015|A022|A042|A054,1.6,1.4016173784743058
2019-12-02,5,A014|A015|A022|A028|A042,1.0,2.15207716635078
2019-12-03,5,A005|A015|A022|A042|A054,1.4,1.639633829153816
2019-12-04,4,A005|A010|A042|A054,2.0,0.9997348749998913
2019-12-05,5,A005|A010|A022|A042|A054,1.4,1.9897241441375504
2019-12-06,5,A014|A015|A022|A028|A042,1.0,2.0568932289733635
2019-12-07,5,A014|A015|A022|A028|A042,1.2,1.7813473444775196
2019-12-08,12,A003|A012|A033|A034|A035|A036|A037|A056|A507|A512|A523|A546,1.75,3.3833430568173117
2019-12-09,5,A017|A024|A032|A045|A548,1.0,2.0815436403206364
2019-12-10,5,A010|A017|A024|A032|A045,1.4,1.5910294525804558
2019-12-11,11,A002|A003|A014|A025|A027|A028|A029|A035|A037|A046|A512,1.9090909090909092,2.867794438769837
2019-12-12,8,A002|A014|A025|A027|A028|A029|A037|A046,1.75,2.1963706553415463
2019-12-13,11,A036|A047|A056|A523|A528|A542|A545|A546|A553|A562|A571,1.2727272727272727,4.25462732029092
2019-12-14,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,0.8888888888888888,4.5979335994497
2019-12-15,7,A047|A542|A544|A545|A547|A548|A559,0.8571428571428571,3.9671571323466237
2019-12-16,5,A544|A545|A547|A548|A559,1.4,2.2477265051364625
2019-12-17,6,A045|A544|A545|A547|A548|A559,1.8333333333333333,1.768778726929937
2019-12-18,12,A012|A033|A034|A036|A056|A507|A523|A528|A546|A553|A562|A571,1.3333333333333333,4.277096186531669
2019-12-19,11,A036|A047|A056|A523|A528|A542|A545|A546|A553|A562|A571,1.2727272727272727,3.8404093473425216
2019-12-20,5,A544|A545|A547|A548|A559,1.4,2.0967016774734057
2019-12-21,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.6666666666666667,2.6061394081462788
2019-12-22,11,A036|A047|A056|A523|A528|A542|A545|A546|A553|A562|A571,1.2727272727272727,4.0367250232391925
2019-12-23,11,A036|A047|A056|A523|A528|A542|A545|A546|A553|A562|A571,1.1818181818181819,4.719429520575687
2019-12-24,7,A047|A542|A544|A545|A547|A548|A559,1.2857142857142858,2.403114193392855
2019-12-25,8,A047|A528|A542|A545|A547|A553|A559|A571,1.5,2.491628546843263
2019-12-26,6,A017|A045|A544|A547|A548|A559,1.6666666666666667,1.8695443721372251
2019-12-27,8,A047|A528|A542|A544|A545|A547|A548|A559,1.125,3.868765129957498
2019-12-28,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,0.8888888888888888,4.620831553211805
2019-12-29,8,A047|A528|A542|A545|A547|A553|A562|A571,1.25,3.49418253550785
2019-12-30,8,A047|A528|A542|A544|A545|A547|A548|A559,1.375,3.039364935494468
2019-12-31,5,A014|A015|A022|A028|A042,1.4,1.5892667121097506
2020-01-01,5,A005|A010|A022|A042|A054,1.8,1.3162491482952163
2020-01-02,5,A005|A015|A022|A042|A054,1.0,2.7114920440136574
2020-01-03,5,A005|A015|A022|A042|A054,1.0,2.5796260780967692
2020-01-04,6,A005|A010|A015|A022|A042|A054,0.6666666666666666,3.6419436211927527
2020-01-05,6,A005|A010|A015|A022|A042|A054,1.3333333333333333,2.2497017049765655
2020-01-06,5,A005|A015|A022|A042|A054,0.6,3.676855362432233
2020-01-07,6,A005|A010|A015|A022|A042|A054,1.0,3.0275435203469345
2020-01-08,5,A005|A015|A022|A042|A054,1.4,1.756437022311087
2020-01-09,5,A005|A015|A022|A042|A054,1.4,1.519152805983268
2020-01-10,12,A036|A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,1.3333333333333333,4.200146919089072
2020-01-11,5,A017|A045|A544|A548|A559,1.4,1.8239266651638404
2020-01-12,5,A045|A544|A547|A548|A559,1.6,1.2661300129119604
2020-01-13,5,A017|A045|A544|A548|A559,1.6,1.6634722120247465
2020-01-14,12,A034|A036|A047|A056|A507|A523|A528|A542|A546|A553|A562|A571,1.3333333333333333,4.3435054770193045
2020-01-15,7,A047|A542|A544|A545|A547|A548|A559,1.2857142857142858,2.5483752548613325
2020-01-16,6,A045|A544|A545|A547|A548|A559,1.3333333333333333,2.1081377410826034
2020-01-17,8,A047|A528|A542|A545|A547|A553|A562|A571,1.5,2.7756720319464305
2020-01-18,12,A036|A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,1.3333333333333333,4.490304291047183
2020-01-19,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.4444444444444444,2.7739816451152395
2020-01-20,6,A005|A014|A015|A022|A042|A054,1.5,2.0230118901091068
2020-01-21,5,A005|A015|A022|A042|A054,1.0,2.5551950349271166
2020-01-22,5,A005|A015|A022|A042|A054,1.0,2.838728790412219
2020-01-23,5,A005|A015|A022|A042|A054,0.6,3.4005418991579934
2020-01-24,6,A005|A010|A015|A022|A042|A054,0.6666666666666666,4.605772084429913
2020-01-25,5,A005|A015|A022|A042|A054,0.6,3.903721717471536
2020-01-26,5,A005|A015|A022|A042|A054,1.0,2.421959386428514
2020-01-27,4,A005|A010|A042|A054,1.25,1.5978431745184818
2020-01-28,6,A005|A010|A015|A022|A042|A054,0.6666666666666666,3.450092238666754
2020-01-29,5,A005|A010|A024|A032|A054,1.8,1.4083704778603054
2020-01-30,11,A002|A003|A014|A025|A027|A028|A029|A035|A037|A046|A512,2.0,2.7772759214828557
2020-01-31,8,A047|A528|A542|A544|A545|A547|A548|A559,1.5,2.5110633696875273
2020-02-01,5,A017|A045|A544|A548|A559,1.6,1.4578925518733816
2020-02-02,8,A047|A528|A542|A545|A547|A553|A559|A571,1.5,2.7538219568627986
2020-02-03,8,A047|A528|A542|A545|A547|A553|A562|A571,1.5,2.8944043607266416
2020-02-04,5,A005|A015|A022|A042|A054,1.2,2.083412178263589
2020-02-05,4,A005|A010|A042|A054,1.75,1.1545323872965811
2020-02-06,5,A005|A010|A024|A032|A054,2.0,1.3293233565912561
2020-02-07,6,A005|A010|A017|A024|A032|A054,1.0,3.1508961752000384
2020-02-08,5,A010|A017|A024|A032|A045,0.8,2.8843084437457467
2020-02-09,5,A005|A010|A024|A032|A054,1.0,3.093834639157161
2020-02-10,4,A005|A010|A024|A054,1.25,1.653721870416708
2020-02-11,12,A002|A003|A012|A025|A029|A033|A034|A035|A037|A046|A507|A512,1.75,2.5341357939307323
2020-02-12,6,A045|A544|A545|A547|A548|A559,1.5,1.9356402790671705
2020-02-13,5,A005|A010|A024|A032|A054,1.8,1.4484718751565893
2020-02-14,5,A005|A010|A024|A042|A054,1.8,1.0769991126327834
2020-02-15,6,A005|A010|A017|A024|A032|A054,2.0,1.4896418755096295
2020-02-16,4,A010|A017|A024|A032,2.0,1.071510850602208
2020-02-17,5,A017|A045|A544|A548|A559,1.0,2.213323338882049
2020-02-18,6,A017|A045|A544|A547|A548|A559,1.1666666666666667,2.1252403854826944
2020-02-19,6,A017|A045|A544|A547|A548|A559,1.5,2.046370517763517
2020-02-20,5,A005|A010|A024|A032|A054,1.8,1.4544955148938818
2020-02-21,5,A005|A015|A022|A042|A054,1.2,1.8782904072641355
2020-02-22,6,A014|A015|A022|A027|A028|A042,1.6666666666666667,1.4083622184735645
2020-02-23,12,A003|A012|A033|A034|A035|A036|A037|A056|A507|A512|A523|A546,1.8333333333333333,3.2721568973696598
2020-02-24,5,A005|A010|A024|A032|A054,2.2,0.9597234361546794
2020-02-25,7,A047|A542|A544|A545|A547|A548|A559,1.7142857142857142,1.9980182383381
2020-02-26,4,A005|A010|A024|A054,2.25,0.9387449900816278
2020-02-27,6,A005|A010|A015|A022|A042|A054,1.3333333333333333,2.221817858500501
2020-02-28,5,A005|A015|A022|A042|A054,1.6,1.439326151768567
2020-02-29,12,A034|A036|A047|A056|A507|A523|A528|A542|A546|A553|A562|A571,1.9166666666666667,2.99875627340992
2020-03-01,5,A005|A010|A024|A042|A054,1.8,1.1536539026092756
2020-03-02,5,A005|A015|A022|A042|A054,1.4,1.7334945604735543
2020-03-03,5,A005|A010|A024|A032|A054,1.8,1.4510054220741406
2020-03-04,5,A005|A015|A022|A042|A054,1.2,1.9720526302760164
2020-03-05,5,A005|A010|A022|A042|A054,1.8,1.3178437473773816
2020-03-06,5,A005|A010|A024|A032|A054,1.8,1.559511955938053
2020-03-07,6,A005|A010|A015|A022|A042|A054,1.5,1.726764528780117
2020-03-08,5,A544|A545|A547|A548|A559,2.2,1.2403843054668304
2020-03-09,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.4444444444444444,2.7342690026786696
2020-03-10,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.441385844843383
2020-03-11,5,A045|A544|A547|A548|A559,1.0,2.3964305095826024
2020-03-12,6,A017|A032|A045|A544|A548|A559,1.1666666666666667,2.312299858607924
2020-03-13,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.3018878472917703
2020-03-14,5,A045|A544|A547|A548|A559,0.8,2.8180613439605566
2020-03-15,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.191420962610949
2020-03-16,5,A017|A045|A544|A548|A559,1.6,1.5281380565950469
2020-03-17,6,A017|A045|A544|A547|A548|A559,1.6666666666666667,1.582194170928098
2020-03-18,5,A010|A017|A024|A032|A045,1.6,1.0864988911726936
2020-03-19,5,A005|A015|A022|A042|A054,1.6,1.4827368326690418
2020-03-20,4,A014|A015|A022|A042,0.75,2.3297342396855614
2020-03-21,5,A005|A015|A022|A042|A054,1.0,2.782358250714907
2020-03-22,5,A005|A015|A022|A042|A054,1.2,2.116478385972046
2020-03-23,10,A047|A056|A528|A542|A545|A546|A547|A553|A562|A571,1.9,2.1785887496925156
2020-03-24,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.6247016643501775
2020-03-25,5,A017|A045|A544|A548|A559,1.0,2.5598804710259344
2020-03-26,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.487548480199994
2020-03-27,6,A017|A045|A544|A547|A548|A559,1.0,2.773818457809888
2020-03-28,6,A017|A045|A544|A547|A548|A559,1.1666666666666667,2.4021608679161224
2020-03-29,8,A047|A528|A542|A544|A545|A547|A548|A559,1.25,3.602561137632854
2020-03-30,5,A544|A545|A547|A548|A559,1.4,2.1857395001810294
2020-03-31,6,A045|A544|A545|A547|A548|A559,1.3333333333333333,2.360400835533875
2020-04-01,6,A017|A045|A544|A547|A548|A559,1.5,2.051516794830778
2020-04-02,5,A005|A010|A024|A032|A054,1.8,1.3769260271067314
2020-04-03,6,A005|A014|A015|A022|A042|A054,1.1666666666666667,2.319034668865144
2020-04-04,5,A014|A015|A022|A028|A042,1.0,1.9703122791631196
2020-04-05,10,A047|A056|A528|A542|A545|A546|A547|A553|A562|A571,1.9,2.754225859839638
2020-04-06,6,A017|A032|A045|A544|A548|A559,1.6666666666666667,1.6340222925276207
2020-04-07,5,A010|A017|A024|A032|A045,1.6,1.104127618694397
2020-04-08,7,A002|A014|A025|A027|A028|A029|A046,1.8571428571428572,1.7570090326156564
2020-04-09,12,A003|A012|A033|A034|A035|A036|A037|A056|A507|A512|A523|A546,1.8333333333333333,3.213235180240538
2020-04-10,13,A012|A033|A034|A035|A036|A056|A507|A512|A523|A546|A553|A562|A571,2.0,3.413167583607588
2020-04-11,4,A010|A017|A024|A032,2.0,0.8673758749372942
2020-04-12,4,A005|A010|A024|A054,2.25,0.8200887403888426
2020-04-13,9,A047|A528|A542|A545|A547|A553|A559|A562|A571,1.5555555555555556,2.8853609268926115
2020-04-14,6,A017|A032|A045|A544|A548|A559,1.0,2.5471526994370506
2020-04-15,8,A047|A528|A542|A544|A545|A547|A548|A559,1.5,2.537184414287634
2020-04-16,8,A047|A528|A542|A544|A545|A547|A548|A559,1.25,3.359791494439928
2020-04-17,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,4.239922790168298
2020-04-18,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.4444444444444444,3.047297744656664
2020-04-19,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.4156223509941466
2020-04-20,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.308620797680013
2020-04-21,7,A047|A542|A544|A545|A547|A548|A559,1.2857142857142858,2.5110505263508833
2020-04-22,7,A047|A542|A544|A545|A547|A548|A559,1.7142857142857142,1.9613301880985325
2020-04-23,5,A544|A545|A547|A548|A559,1.6,1.6566031853606937
2020-04-24,5,A045|A544|A547|A548|A559,1.0,2.316939644396645
2020-04-25,7,A047|A542|A544|A545|A547|A548|A559,0.7142857142857143,4.108133362830922
2020-04-26,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.9127703612367
2020-04-27,8,A047|A528|A542|A544|A545|A547|A548|A559,0.875,4.170214147757149
2020-04-28,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.3385206841001964
2020-04-29,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.4444444444444444,2.978432727969088
2020-04-30,8,A047|A528|A542|A544|A545|A547|A548|A559,1.5,2.501677760628768
2020-05-01,8,A047|A528|A542|A545|A547|A553|A562|A571,2.0,2.0216006940948485
2020-05-02,11,A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,2.0,2.4939829538849483
2020-05-03,8,A047|A528|A542|A545|A547|A553|A562|A571,2.0,1.6951934909079363
2020-05-04,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.8888888888888888,2.108351502916589
2020-05-05,5,A017|A032|A045|A544|A548,1.4,1.6435905976073064
2020-05-06,5,A010|A017|A024|A032|A045,1.6,1.2147747171485417
2020-05-07,12,A012|A033|A034|A036|A056|A507|A523|A528|A546|A553|A562|A571,1.9166666666666667,3.161768754183104
2020-05-08,12,A036|A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,1.1666666666666667,5.368441450227178
2020-05-09,8,A047|A528|A542|A544|A545|A547|A548|A559,0.875,4.0077358372229845
2020-05-10,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.099184284033184
2020-05-11,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.2222222222222223,3.677026628619776
2020-05-12,6,A017|A045|A544|A547|A548|A559,1.0,2.597950256146598
2020-05-13,4,A017|A024|A032|A045,1.0,1.6244015892163257
2020-05-14,5,A010|A017|A024|A032|A045,1.6,1.06268623582044
2020-05-15,14,A012|A033|A034|A036|A047|A056|A507|A523|A528|A542|A546|A553|A562|A571,1.7142857142857142,3.123725438733162
2020-05-16,13,A012|A034|A036|A047|A056|A507|A523|A528|A542|A546|A553|A562|A571,1.7692307692307692,2.9696193104552218
2020-05-17,12,A036|A047|A056|A523|A528|A542|A545|A546|A547|A553|A562|A571,1.3333333333333333,4.37039876112606
2020-05-18,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.2222222222222223,3.9926614578349113
2020-05-19,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.1111111111111112,4.276989780547648
2020-05-20,7,A047|A542|A544|A545|A547|A548|A559,0.8571428571428571,3.864266248872113
2020-05-21,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.769178139815071
2020-05-22,5,A017|A045|A544|A548|A559,1.0,2.243076091553001
2020-05-23,4,A010|A017|A024|A032,1.75,1.0784482878445836
2020-05-24,13,A012|A033|A034|A035|A036|A056|A507|A512|A523|A546|A553|A562|A571,1.4615384615384615,4.082199393447877
2020-05-25,9,A002|A003|A014|A025|A027|A028|A029|A037|A046,1.6666666666666667,2.809921617882085
2020-05-26,7,A002|A014|A025|A027|A028|A029|A046,1.7142857142857142,2.0511324036400516
2020-05-27,14,A012|A033|A034|A036|A047|A056|A507|A523|A528|A542|A546|A553|A562|A571,1.6428571428571428,3.98032179606606
2020-05-28,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.8888888888888888,2.2623475561389577
2020-05-29,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.621147694752322
2020-05-30,8,A047|A528|A542|A544|A545|A547|A548|A559,1.375,2.978984186549453
2020-05-31,8,A047|A528|A542|A544|A545|A547|A548|A559,1.875,2.2514665574188117
2020-06-01,5,A045|A544|A547|A548|A559,1.6,1.4867819038119914
2020-06-02,5,A005|A010|A024|A032|A054,2.2,1.1772171300253458
2020-06-03,6,A017|A032|A045|A544|A548|A559,1.6666666666666667,1.833122437664742
2020-06-04,8,A047|A528|A542|A544|A545|A547|A548|A559,1.25,3.6165704034825428
2020-06-05,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,2.978033653308858
2020-06-06,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.7777777777777777,2.5848410968130997
2020-06-07,7,A047|A542|A544|A545|A547|A548|A559,1.2857142857142858,2.7986397741312894
2020-06-08,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.4444444444444444,3.123401131957754
2020-06-09,5,A544|A545|A547|A548|A559,1.6,1.7140226929157356
2020-06-10,5,A017|A045|A544|A548|A559,1.6,1.6102744446905204
2020-06-11,5,A544|A545|A547|A548|A559,2.2,1.0986915932640127
2020-06-12,6,A045|A544|A545|A547|A548|A559,1.8333333333333333,1.7675242889854257
2020-06-13,8,A047|A528|A542|A545|A547|A553|A559|A571,1.875,2.2313045226889203
2020-06-14,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.2222222222222223,3.8787326158513142
2020-06-15,7,A047|A542|A544|A545|A547|A548|A559,0.5714285714285714,4.8004900693133985
2020-06-16,7,A047|A542|A544|A545|A547|A548|A559,0.5714285714285714,5.012059904552348
2020-06-17,7,A047|A542|A544|A545|A547|A548|A559,0.5714285714285714,5.0925447446892145
2020-06-18,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.177380336512021
2020-06-19,8,A047|A528|A542|A544|A545|A547|A548|A559,1.25,3.614201634832749
2020-06-20,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.5868207838311226
2020-06-21,6,A045|A544|A545|A547|A548|A559,1.0,2.9744815433972667
2020-06-22,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.6991526635936327
2020-06-23,6,A045|A544|A545|A547|A548|A559,1.3333333333333333,2.3598373137522644
2020-06-24,5,A045|A544|A547|A548|A559,1.0,2.320531327535805
2020-06-25,5,A045|A544|A547|A548|A559,1.4,1.7429369462773499
2020-06-26,8,A047|A528|A542|A544|A545|A547|A548|A559,1.875,1.9817422153603335
2020-06-27,5,A045|A544|A547|A548|A559,1.6,1.382458287722366
2020-06-28,8,A047|A528|A542|A545|A547|A553|A562|A571,1.5,2.775923396543838
2020-06-29,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,0.8888888888888888,4.510875410244998
2020-06-30,5,A010|A017|A024|A032|A045,1.0,2.3414103911389312
2020-07-01,5,A005|A015|A022|A042|A054,1.4,1.5257306485484479
2020-07-02,4,A010|A017|A024|A032,2.0,0.8416167470787348
2020-07-03,14,A012|A033|A034|A036|A047|A056|A507|A523|A528|A542|A546|A553|A562|A571,1.7142857142857142,3.759302698997274
2020-07-04,9,A047|A056|A528|A542|A545|A547|A553|A562|A571,1.2222222222222223,3.7754401407573446
2020-07-05,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.1466305278746924
2020-07-06,8,A047|A528|A542|A545|A547|A553|A559|A571,1.25,3.279154541909639
2020-07-07,6,A017|A045|A544|A547|A548|A559,1.0,2.702826589412182
2020-07-08,5,A010|A017|A024|A032|A045,1.6,1.4671371171476868
2020-07-09,5,A017|A045|A544|A548|A559,1.6,1.5266959123534045
2020-07-10,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.3367636468313107
2020-07-11,5,A045|A544|A547|A548|A559,1.0,2.2849492778700893
2020-07-12,6,A045|A544|A545|A547|A548|A559,1.3333333333333333,2.2937566653314065
2020-07-13,9,A047|A056|A528|A542|A545|A547|A553|A562|A571,1.3333333333333333,2.8758478073496434
2020-07-14,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.4444444444444444,3.085310732983414
2020-07-15,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.8840373563811665
2020-07-16,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.4615525216768335
2020-07-17,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,1.2222222222222223,3.759882063223622
2020-07-18,7,A047|A542|A544|A545|A547|A548|A559,0.7142857142857143,4.128631954623691
2020-07-19,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.3875273269135953
2020-07-20,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.765311156307887
2020-07-21,5,A045|A544|A547|A548|A559,1.0,2.593096731726816
2020-07-22,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.5230954988689627
2020-07-23,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.5941499368622742
2020-07-24,5,A045|A544|A547|A548|A559,1.0,2.4144587532819353
2020-07-25,8,A047|A528|A542|A544|A545|A547|A548|A559,1.375,3.086665670170734
2020-07-26,7,A047|A542|A544|A545|A547|A548|A559,0.8571428571428571,3.7259069738546025
2020-07-27,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.3474649425452823
2020-07-28,5,A045|A544|A547|A548|A559,1.0,2.563472304205398
2020-07-29,6,A045|A544|A545|A547|A548|A559,1.3333333333333333,2.2716256543986266
2020-07-30,9,A047|A528|A542|A544|A545|A547|A553|A559|A571,1.2222222222222223,3.7714726756521335
2020-07-31,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,0.7777777777777778,5.395010414656229
2020-08-01,8,A047|A528|A542|A544|A545|A547|A548|A559,0.625,5.241326408599042
2020-08-02,9,A047|A528|A542|A544|A545|A547|A548|A553|A559,0.7777777777777778,5.08875874360667
2020-08-03,5,A544|A545|A547|A548|A559,0.8,3.01919860684113
2020-08-04,5,A544|A545|A547|A548|A559,0.8,3.25740025313537
2020-08-05,7,A047|A542|A544|A545|A547|A548|A559,0.5714285714285714,4.971975870015295
2020-08-06,7,A047|A542|A544|A545|A547|A548|A559,0.5714285714285714,5.045020303667674
2020-08-07,7,A047|A542|A544|A545|A547|A548|A559,0.7142857142857143,4.465907150333363
2020-08-08,7,A047|A542|A544|A545|A547|A548|A559,0.7142857142857143,3.9689049184982417
2020-08-09,8,A047|A528|A542|A544|A545|A547|A548|A559,1.25,3.4581667658020288
2020-08-10,6,A045|A544|A545|A547|A548|A559,1.1666666666666667,2.654782824819527
2020-08-11,8,A047|A528|A542|A544|A545|A547|A548|A559,1.25,3.354820000305698
2020-08-12,5,A045|A544|A547|A548|A559,1.0,2.619128148713427
2020-08-13,5,A045|A544|A547|A548|A559,1.0,2.3470089462626724
2020-08-14,6,A017|A045|A544|A547|A548|A559,1.0,2.6776421219918243
2020-08-15,4,A017|A024|A032|A045,1.25,1.3963409617737612
2020-08-16,5,A010|A017|A024|A032|A045,1.6,1.0336709058326656
2020-08-17,5,A017|A045|A544|A548|A559,1.4,1.7764007289449313
2020-08-18,6,A017|A045|A544|A547|A548|A559,1.1666666666666667,2.3909619116013747
2020-08-19,6,A017|A045|A544|A547|A548|A559,1.1666666666666667,2.5522962216263485
2020-08-20,4,A017|A024|A032|A045,1.25,1.2269853740983867
2020-08-21,13,A003|A012|A033|A034|A035|A036|A056|A507|A512|A523|A546|A562|A571,1.2307692307692308,5.405366715568811
2020-08-22,11,A036|A047|A056|A523|A528|A542|A545|A546|A553|A562|A571,0.7272727272727273,6.40193367880268
2020-08-23,8,A047|A528|A542|A545|A547|A553|A562|A571,0.875,4.168012854687135
2020-08-24,10,A047|A056|A528|A542|A545|A546|A547|A553|A562|A571,0.8,5.621451576014252
2020-08-25,8,A047|A528|A542|A545|A547|A553|A562|A571,1.0,3.972571663903453
2020-08-26,8,A047|A528|A542|A544|A545|A547|A548|A559,1.375,3.1317125243339925
2020-08-27,8,A047|A528|A542|A544|A545|A547|A548|A559,1.25,3.6611369097470803
2020-08-28,5,A544|A545|A547|A548|A559,1.0,2.546546350739204
2020-08-29,5,A544|A545|A547|A548|A559,1.4,2.0339323614259954
2020-08-30,5,A544|A545|A547|A548|A559,1.6,1.7904008646544187
2020-08-31,5,A544|A545|A547|A548|A559,1.0,2.4241768779498916
2020-09-01,5,A544|A545|A547|A548|A559,1.0,2.5835148416351554
2020-09-02,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.793872105271561
2020-09-03,6,A542|A544|A545|A547|A548|A559,1.0,3.065988082731849
2020-09-04,5,A544|A545|A547|A548|A559,1.4,2.08624392861912
2020-09-05,6,A045|A544|A545|A547|A548|A559,0.8333333333333334,3.1241443523096253
2020-09-06,7,A047|A542|A544|A545|A547|A548|A559,1.1428571428571428,3.34286219367428
2020-09-07,5,A544|A545|A547|A548|A559,1.4,2.2403760861947624
2020-09-08,5,A544|A545|A547|A548|A559,1.6,1.6666810613415042
