station_code,start_date,end_date,observed_days,expected_days,missing_days,missing_pct
A323,2019-01-01,2024-12-31,2192,2192,0,0.0
A324,2019-01-01,2024-12-31,2192,2192,0,0.0
A325,2019-01-01,2024-12-31,2192,2192,0,0.0
A326,2019-01-01,2024-12-31,2192,2192,0,0.0
A327,2019-01-01,2024-12-31,2192,2192,0,0.0
A328,2019-01-01,2024-12-31,2192,2192,0,0.0
A329,2019-01-01,2024-12-31,2192,2192,0,0.0
A330,2019-01-01,2024-12-31,2192,2192,0,0.0
A331,2019-01-01,2024-12-31,2192,2192,0,0.0
A332,2019-01-01,2024-12-31,2192,2192,0,0.0
A333,2019-01-01,2024-12-31,2192,2192,0,0.0
A334,2019-01-01,2024-12-31,2192,2192,0,0.0
A335,2019-01-01,2024-12-31,2192,2192,0,0.0
A336,2019-01-01,2024-12-31,2192,2192,0,0.0
A337,2019-01-01,2024-12-31,2192,2192,0,0.0
A339,2019-01-01,2024-12-31,2192,2192,0,0.0
A340,2019-01-01,2024-12-31,2192,2192,0,0.0
A341,2019-01-01,2024-12-31,2192,2192,0,0.0
A342,2019-01-01,2024-12-31,2192,2192,0,0.0
A343,2019-01-01,2024-12-31,2192,2192,0,0.0
A344,2019-01-01,2024-12-31,2192,2192,0,0.0
A345,2019-01-01,2024-12-31,2192,2192,0,0.0
A346,2019-01-01,2024-12-31,2192,2192,0,0.0
A347,2019-01-01,2024-12-31,2192,2192,0,0.0
A348,2019-01-01,2024-12-31,2192,2192,0,0.0
A349,2019-01-01,2024-12-31,2192,2192,0,0.0
A350,2019-01-01,2024-12-31,2192,2192,0,0.0
A351,2019-01-01,2024-12-31,2192,2192,0,0.0
A352,2019-01-01,2024-12-31,2192,2192,0,0.0
A353,2019-01-01,2024-12-31,2192,2192,0,0.0
A354,2019-01-01,2024-12-31,2192,2192,0,0.0
A355,2019-01-01,2024-12-31,2192,2192,0,0.0
A356,2019-01-01,2024-12-31,2192,2192,0,0.0
A357,2019-01-01,2024-12-31,2192,2192,0,0.0
A358,2019-01-01,2024-12-31,2192,2192,0,0.0
A359,2019-01-01,2024-12-31,2192,2192,0,0.0
A360,2019-01-01,2024-12-31,2192,2192,0,0.0
A361,2019-01-01,2024-12-31,2192,2192,0,0.0
A363,2019-01-01,2024-12-31,1826,2192,366,16.697080291970803
A364,2019-01-01,2024-12-31,2192,2192,0,0.0
A365,2019-01-01,2024-12-31,2192,2192,0,0.0
A366,2019-01-01,2024-12-31,2192,2192,0,0.0
A367,2019-01-01,2024-12-31,2192,2192,0,0.0
A368,2019-01-01,2024-12-31,2192,2192,0,0.0
A369,2019-01-01,2024-12-31,2192,2192,0,0.0
A370,2019-01-01,2024-12-31,2192,2192,0,0.0
A371,2019-01-01,2024-12-31,2192,2192,0,0.0
A372,2019-01-01,2024-12-31,2192,2192,0,0.0
A373,2019-01-01,2024-12-31,2192,2192,0,0.0
A374,2019-01-01,2024-12-31,2192,2192,0,0.0
A375,2019-01-01,2024-12-31,2192,2192,0,0.0
A376,2019-01-01,2024-12-31,2192,2192,0,0.0
A377,2019-11-14,2024-12-31,1875,1875,0,0.0
A401,2019-01-01,2024-12-31,2192,2192,0,0.0
A402,2019-01-01,2024-12-31,2192,2192,0,0.0
A404,2019-01-01,2024-12-31,2192,2192,0,0.0
A405,2019-01-01,2024-12-31,2192,2192,0,0.0
A406,2019-01-01,2024-12-31,2192,2192,0,0.0
A407,2019-01-01,2024-12-31,2192,2192,0,0.0
A408,2019-01-01,2024-12-31,2192,2192,0,0.0
A409,2019-01-01,2024-12-31,2192,2192,0,0.0
A410,2019-01-01,2024-12-31,2192,2192,0,0.0
A412,2019-01-01,2024-12-31,2192,2192,0,0.0
A413,2019-01-01,2024-12-31,2192,2192,0,0.0
A414,2019-01-01,2024-12-31,2192,2192,0,0.0
A415,2019-01-01,2024-12-31,2192,2192,0,0.0
A416,2019-01-01,2024-12-31,2192,2192,0,0.0
A417,2019-01-01,2024-12-31,2192,2192,0,0.0
A418,2019-01-01,2024-12-31,2192,2192,0,0.0
A419,2019-01-01,2024-12-31,2192,2192,0,0.0
A420,2019-01-01,2022-12-31,1461,1461,0,0.0
A421,2019-01-01,2024-12-31,2192,2192,0,0.0
A422,2019-01-01,2024-12-31,2192,2192,0,0.0
A423,2019-01-01,2024-12-31,2192,2192,0,0.0
A424,2019-01-01,2024-12-31,2192,2192,0,0.0
A425,2019-01-01,2024-12-31,2192,2192,0,0.0
A426,2019-01-01,2024-12-31,2192,2192,0,0.0
A427,2019-01-01,2024-12-31,2192,2192,0,0.0
A428,2019-01-01,2024-12-31,2192,2192,0,0.0
A429,2019-01-01,2024-12-31,2192,2192,0,0.0
A430,2019-01-01,2024-12-31,2192,2192,0,0.0
A431,2019-01-01,2024-12-31,2192,2192,0,0.0
A432,2019-01-01,2024-12-31,2192,2192,0,0.0
A433,2019-01-01,2024-12-31,2192,2192,0,0.0
A434,2019-01-01,2024-12-31,2192,2192,0,0.0
A435,2019-01-01,2021-12-31,1096,1096,0,0.0
A436,2019-01-01,2024-12-31,2192,2192,0,0.0
A437,2019-01-01,2024-12-31,2192,2192,0,0.0
A438,2019-01-01,2024-12-31,2192,2192,0,0.0
A439,2019-01-01,2024-12-31,2192,2192,0,0.0
A440,2019-01-01,2024-12-31,2192,2192,0,0.0
A441,2019-01-01,2024-12-31,2192,2192,0,0.0
A442,2019-01-01,2024-12-31,2192,2192,0,0.0
A443,2019-01-01,2024-12-31,2192,2192,0,0.0
A444,2019-01-01,2024-12-31,2192,2192,0,0.0
A445,2019-01-01,2024-12-31,2192,2192,0,0.0
A446,2019-01-01,2024-12-31,2192,2192,0,0.0
A447,2019-01-01,2024-12-31,2192,2192,0,0.0
A448,2019-01-01,2024-12-31,2192,2192,0,0.0
A449,2019-01-01,2022-12-31,1461,1461,0,0.0
A450,2019-01-01,2024-12-31,2192,2192,0,0.0
A451,2019-01-01,2024-12-31,2192,2192,0,0.0
A452,2019-01-01,2024-12-31,2192,2192,0,0.0
A453,2019-01-01,2024-12-31,2192,2192,0,0.0
A455,2019-01-01,2024-12-31,2192,2192,0,0.0
A456,2019-01-01,2024-12-31,2192,2192,0,0.0
A458,2019-01-01,2024-12-31,2192,2192,0,0.0
A502,2019-01-01,2024-12-31,2192,2192,0,0.0
A505,2019-01-01,2024-12-31,2192,2192,0,0.0
A506,2019-01-01,2024-12-31,2192,2192,0,0.0
A507,2019-01-01,2024-12-31,2192,2192,0,0.0
A508,2019-01-01,2024-12-31,2192,2192,0,0.0
A509,2019-01-01,2024-12-31,2192,2192,0,0.0
A510,2019-01-01,2024-12-31,2192,2192,0,0.0
A511,2019-01-01,2024-12-31,2192,2192,0,0.0
A512,2019-01-01,2024-12-31,2192,2192,0,0.0
A513,2019-01-01,2024-12-31,2192,2192,0,0.0
A514,2019-01-01,2024-12-31,2192,2192,0,0.0
A515,2019-01-01,2024-12-31,2192,2192,0,0.0
A516,2019-01-01,2024-12-31,2192,2192,0,0.0
A517,2019-01-01,2024-12-31,2192,2192,0,0.0
A518,2019-01-01,2024-12-31,2192,2192,0,0.0
A519,2019-01-01,2024-12-31,2192,2192,0,0.0
A520,2019-01-01,2024-12-31,2192,2192,0,0.0
A521,2019-01-01,2024-12-31,2192,2192,0,0.0
A522,2019-01-01,2024-12-31,2192,2192,0,0.0
A523,2019-01-01,2024-12-31,2192,2192,0,0.0
A524,2019-01-01,2024-12-31,2192,2192,0,0.0
A525,2019-01-01,2024-12-31,2192,2192,0,0.0
A526,2019-01-01,2024-12-31,2192,2192,0,0.0
A527,2019-01-01,2024-12-31,2192,2192,0,0.0
A528,2019-01-01,2024-12-31,2192,2192,0,0.0
A529,2019-01-01,2024-12-31,2192,2192,0,0.0
A530,2019-01-01,2024-12-31,2192,2192,0,0.0
A531,2019-01-01,2024-12-31,2192,2192,0,0.0
A532,2019-01-01,2024-12-31,2192,2192,0,0.0
A533,2019-01-01,2024-12-31,2192,2192,0,0.0
A534,2019-01-01,2024-12-31,2192,2192,0,0.0
A535,2019-01-01,2024-12-31,2192,2192,0,0.0
A536,2019-01-01,2024-12-31,2192,2192,0,0.0
A537,2019-01-01,2024-12-31,2192,2192,0,0.0
A538,2019-01-01,2024-12-31,2192,2192,0,0.0
A539,2019-01-01,2024-12-31,2192,2192,0,0.0
A540,2019-01-01,2024-12-31,2192,2192,0,0.0
A541,2019-01-01,2024-12-31,2192,2192,0,0.0
A542,2019-01-01,2024-12-31,2192,2192,0,0.0
A543,2019-01-01,2024-12-31,2192,2192,0,0.0
A544,2019-01-01,2024-12-31,2192,2192,0,0.0
A545,2019-01-01,2024-12-31,2192,2192,0,0.0
A546,2019-01-01,2024-12-31,2192,2192,0,0.0
A547,2019-01-01,2024-12-31,2192,2192,0,0.0
A548,2019-01-01,2024-12-31,2192,2192,0,0.0
A549,2019-01-01,2024-12-31,2192,2192,0,0.0
A550,2019-01-01,2024-12-31,2192,2192,0,0.0
A551,2019-01-01,2024-12-31,2192,2192,0,0.0
A552,2019-01-01,2024-12-31,2192,2192,0,0.0
A553,2019-01-01,2024-12-31,2192,2192,0,0.0
A554,2019-01-01,2024-12-31,2192,2192,0,0.0
A555,2019-01-01,2024-12-31,2192,2192,0,0.0
A556,2019-01-01,2024-12-31,2192,2192,0,0.0
A557,2019-01-01,2024-12-31,2192,2192,0,0.0
A559,2019-01-01,2024-12-31,2192,2192,0,0.0
A561,2019-01-01,2024-12-31,2192,2192,0,0.0
A562,2019-01-01,2024-12-31,2192,2192,0,0.0
A563,2019-01-01,2024-12-31,2192,2192,0,0.0
A564,2019-01-01,2024-12-31,2192,2192,0,0.0
A565,2019-01-01,2024-12-31,2192,2192,0,0.0
A566,2019-01-01,2024-12-31,2192,2192,0,0.0
A567,2019-01-01,2024-12-31,2192,2192,0,0.0
A568,2019-01-01,2024-12-31,2192,2192,0,0.0
A569,2019-01-01,2024-12-31,2192,2192,0,0.0
A570,2019-01-01,2024-12-31,2192,2192,0,0.0
A571,2019-01-01,2024-12-31,2192,2192,0,0.0
A601,2019-01-01,2024-12-31,2192,2192,0,0.0
A602,2019-01-01,2024-12-31,2192,2192,0,0.0
A603,2019-01-01,2024-12-31,2192,2192,0,0.0
A604,2019-01-01,2024-12-31,2192,2192,0,0.0
A606,2019-01-01,2024-12-31,2192,2192,0,0.0
A607,2019-01-01,2024-12-31,2192,2192,0,0.0
A608,2019-01-01,2024-12-31,2192,2192,0,0.0
A609,2019-01-01,2024-12-31,2192,2192,0,0.0
A610,2019-01-01,2024-12-31,2192,2192,0,0.0
A611,2019-01-01,2024-12-31,2192,2192,0,0.0
A612,2019-01-01,2024-12-31,2192,2192,0,0.0
A613,2019-01-01,2024-12-31,2192,2192,0,0.0
A614,2019-01-01,2024-12-31,2192,2192,0,0.0
A615,2019-01-01,2024-12-31,2192,2192,0,0.0
A616,2019-01-01,2024-12-31,2192,2192,0,0.0
A617,2019-01-01,2024-12-31,2192,2192,0,0.0
A618,2019-01-01,2024-12-31,2192,2192,0,0.0
A619,2019-01-01,2024-12-31,2192,2192,0,0.0
A620,2019-01-01,2024-12-31,2192,2192,0,0.0
A621,2019-01-01,2024-12-31,2192,2192,0,0.0
A622,2019-01-01,2024-12-31,2192,2192,0,0.0
A623,2019-01-01,2022-12-31,1461,1461,0,0.0
A624,2019-01-01,2024-12-31,2192,2192,0,0.0
A625,2019-01-01,2024-12-31,2192,2192,0,0.0
A626,2019-01-01,2024-12-31,2192,2192,0,0.0
A627,2019-01-01,2024-12-31,2192,2192,0,0.0
A628,2019-01-01,2024-12-31,2192,2192,0,0.0
A629,2019-01-01,2024-12-31,2192,2192,0,0.0
A630,2019-01-01,2024-12-31,2192,2192,0,0.0
A631,2019-01-01,2024-12-31,2192,2192,0,0.0
A632,2019-01-01,2024-12-31,2192,2192,0,0.0
A633,2019-01-01,2024-12-31,2192,2192,0,0.0
A634,2019-01-01,2024-12-31,2192,2192,0,0.0
A635,2019-01-01,2021-12-31,1096,1096,0,0.0
A636,2019-01-01,2024-12-31,2192,2192,0,0.0
A652,2019-01-01,2024-12-31,2192,2192,0,0.0
A657,2019-01-01,2024-12-31,2192,2192,0,0.0
A659,2019-01-01,2024-12-31,2192,2192,0,0.0
A667,2019-01-01,2024-12-31,2192,2192,0,0.0
A701,2019-01-01,2024-12-31,2192,2192,0,0.0
A702,2019-01-01,2024-12-31,2192,2192,0,0.0
A703,2019-01-01,2024-12-31,2192,2192,0,0.0
A704,2019-01-01,2024-12-31,2192,2192,0,0.0
A705,2019-01-01,2024-12-31,2192,2192,0,0.0
A706,2019-01-01,2024-12-31,2192,2192,0,0.0
A707,2019-01-01,2024-12-31,2192,2192,0,0.0
A708,2019-01-01,2024-12-31,2192,2192,0,0.0
A709,2019-01-01,2024-12-31,2192,2192,0,0.0
A710,2019-01-01,2024-12-31,2192,2192,0,0.0
A711,2019-01-01,2024-12-31,2192,2192,0,0.0
A712,2019-01-01,2024-12-31,2192,2192,0,0.0
A713,2019-01-01,2024-12-31,2192,2192,0,0.0
A714,2019-01-01,2024-12-31,2192,2192,0,0.0
A715,2019-01-01,2024-12-31,2192,2192,0,0.0
A716,2019-01-01,2024-12-31,1827,2192,365,16.6514598540146
A717,2019-01-01,2024-12-31,2192,2192,0,0.0
A718,2019-01-01,2024-12-31,2192,2192,0,0.0
A719,2019-01-01,2024-12-31,2192,2192,0,0.0
A720,2019-01-01,2024-12-31,2192,2192,0,0.0
A721,2019-01-01,2024-12-31,2192,2192,0,0.0
A722,2019-01-01,2024-12-31,2192,2192,0,0.0
A723,2019-01-01,2024-12-31,2192,2192,0,0.0
A724,2019-01-01,2024-12-31,2192,2192,0,0.0
A725,2019-01-01,2024-12-31,2192,2192,0,0.0
A726,2019-01-01,2024-12-31,2192,2192,0,0.0
A727,2019-01-01,2024-12-31,2192,2192,0,0.0
A728,2019-01-01,2024-12-31,2192,2192,0,0.0
A729,2019-01-01,2021-12-31,1096,1096,0,0.0
A730,2019-01-01,2024-12-31,2192,2192,0,0.0
A731,2019-01-01,2024-12-31,2192,2192,0,0.0
A732,2019-01-01,2024-12-31,2192,2192,0,0.0
A733,2019-01-01,2024-12-31,2192,2192,0,0.0
A734,2019-01-01,2024-12-31,2192,2192,0,0.0
A735,2019-01-01,2024-12-31,2192,2192,0,0.0
A736,2019-01-01,2024-12-31,2192,2192,0,0.0
A737,2019-01-01,2024-12-31,2192,2192,0,0.0
A738,2019-01-01,2024-12-31,2192,2192,0,0.0
A739,2019-01-01,2024-12-31,2192,2192,0,0.0
A740,2019-01-01,2024-12-31,2192,2192,0,0.0
A741,2019-01-01,2024-12-31,2192,2192,0,0.0
A742,2019-01-01,2024-12-31,2192,2192,0,0.0
A743,2019-01-01,2024-12-31,2192,2192,0,0.0
A744,2019-01-01,2024-12-31,2192,2192,0,0.0
A746,2019-01-01,2024-12-31,2192,2192,0,0.0
A747,2019-01-01,2024-12-31,2192,2192,0,0.0
A748,2019-01-01,2024-12-31,2192,2192,0,0.0
A749,2019-01-01,2024-12-31,2192,2192,0,0.0
A750,2019-01-01,2024-12-31,2192,2192,0,0.0
A751,2019-01-01,2024-12-31,2192,2192,0,0.0
A752,2019-01-01,2024-12-31,2192,2192,0,0.0
A753,2019-01-01,2024-12-31,2192,2192,0,0.0
A754,2019-01-01,2024-12-31,2192,2192,0,0.0
A755,2019-01-01,2024-12-31,2192,2192,0,0.0
A756,2019-01-01,2024-12-31,2192,2192,0,0.0
A757,2019-01-01,2022-12-31,1461,1461,0,0.0
A758,2019-01-01,2024-12-31,2192,2192,0,0.0
A759,2019-01-01,2024-12-31,2192,2192,0,0.0
A760,2019-01-01,2024-12-31,2192,2192,0,0.0
A761,2019-01-01,2024-12-31,2192,2192,0,0.0
A762,2019-01-01,2024-12-31,2192,2192,0,0.0
A763,2019-01-01,2024-12-31,2192,2192,0,0.0
A764,2019-01-01,2024-12-31,1827,2192,365,16.6514598540146
A765,2019-01-01,2024-12-31,2192,2192,0,0.0
A766,2019-01-01,2024-12-31,2192,2192,0,0.0
A767,2019-01-01,2021-12-31,1096,1096,0,0.0
A768,2019-01-01,2024-12-31,2192,2192,0,0.0
A769,2019-01-01,2024-12-31,2192,2192,0,0.0
A770,2019-07-03,2024-12-31,2009,2009,0,0.0
A771,2019-01-01,2024-12-31,2192,2192,0,0.0
A801,2019-01-01,2024-12-31,2192,2192,0,0.0
A802,2019-01-01,2024-12-31,2192,2192,0,0.0
A803,2019-01-01,2024-12-31,2192,2192,0,0.0
A804,2019-01-01,2024-12-31,2192,2192,0,0.0
A805,2019-01-01,2024-12-31,2192,2192,0,0.0
A806,2019-01-01,2024-12-31,2192,2192,0,0.0
A807,2019-01-01,2024-12-31,2192,2192,0,0.0
A808,2019-01-01,2023-12-31,1826,1826,0,0.0
A809,2019-01-01,2024-12-31,2192,2192,0,0.0
A810,2019-01-01,2024-12-31,2192,2192,0,0.0
A811,2019-01-01,2024-12-31,2192,2192,0,0.0
A812,2019-01-01,2024-12-31,2192,2192,0,0.0
A813,2019-01-01,2024-12-31,2192,2192,0,0.0
A814,2019-01-01,2024-12-31,2192,2192,0,0.0
A815,2019-01-01,2024-12-31,2192,2192,0,0.0
A816,2019-01-01,2024-12-31,2192,2192,0,0.0
A817,2019-01-01,2024-12-31,2192,2192,0,0.0
A818,2019-01-01,2024-12-31,2192,2192,0,0.0
A819,2019-01-01,2024-12-31,1827,2192,365,16.6514598540146
A820,2019-01-01,2024-12-31,2192,2192,0,0.0
A821,2019-01-01,2024-12-31,2192,2192,0,0.0
A822,2019-01-01,2024-12-31,1827,2192,365,16.6514598540146
A823,2019-01-01,2024-12-31,2192,2192,0,0.0
A824,2019-01-01,2024-12-31,2192,2192,0,0.0
A825,2019-01-01,2024-12-31,2192,2192,0,0.0
A826,2019-01-01,2024-12-31,2192,2192,0,0.0
A827,2019-01-01,2024-12-31,2192,2192,0,0.0
A828,2019-01-01,2024-12-31,2192,2192,0,0.0
A829,2019-01-01,2024-12-31,2192,2192,0,0.0
A830,2019-01-01,2024-12-31,2192,2192,0,0.0
A831,2019-01-01,2024-12-31,2192,2192,0,0.0
A832,2019-01-01,2024-12-31,2192,2192,0,0.0
A833,2019-01-01,2024-12-31,2192,2192,0,0.0
A834,2019-01-01,2024-12-31,2192,2192,0,0.0
A835,2019-01-01,2024-12-31,2192,2192,0,0.0
A836,2019-01-01,2024-12-31,2192,2192,0,0.0
A837,2019-01-01,2024-12-31,2192,2192,0,0.0
A838,2019-01-01,2024-12-31,2192,2192,0,0.0
A839,2019-01-01,2024-12-31,2192,2192,0,0.0
A840,2019-01-01,2024-12-31,2192,2192,0,0.0
A841,2019-01-01,2024-12-31,2192,2192,0,0.0
A842,2019-01-01,2024-12-31,2192,2192,0,0.0
A843,2019-01-01,2024-12-31,2192,2192,0,0.0
A844,2019-01-01,2024-12-31,2192,2192,0,0.0
A845,2019-01-01,2024-12-31,2192,2192,0,0.0
