data;temperatura_observada;temperatura_prevista
2024-02-23;21.976;21.861
2024-02-24;23.12;21.866
2024-02-25;23.402;21.87
2024-02-26;23.123;21.876
2024-02-27;22.96;21.882
2024-02-28;24.064;21.889
2024-02-29;24.93;21.896
2024-03-01;24.185;21.903
2024-03-02;22.944;21.911
2024-03-03;21.57;21.919
2024-03-04;21.037;21.927
2024-03-05;22.076;21.936
2024-03-06;22.637;21.944
2024-03-07;23.224;21.953
2024-03-08;24.242;21.961
2024-03-09;23.635;21.969
2024-03-10;22.829;21.977
2024-03-11;23.852;21.984
2024-03-12;24.071;21.992
2024-03-13;23.68;21.998
2024-03-14;22.567;22.004
2024-03-15;24.407;22.009
2024-03-16;24.663;22.014
2024-03-17;23.061;22.018
2024-03-18;23.812;22.021
2024-03-19;23.772;22.023
2024-03-20;23.204;22.024
2024-03-21;23.109;22.024
2024-03-22;22.953;22.022
2024-03-23;21.326;22.02
2024-03-24;22.021;22.017
2024-03-25;21.89;22.012
2024-03-26;22.068;22.006
2024-03-27;21.574;21.999
2024-03-28;21.487;21.99
2024-03-29;22.744;21.98
2024-03-30;22.828;21.969
2024-03-31;23.207;21.956
2024-04-01;23.592;21.942
2024-04-02;21.865;21.926
2024-04-03;22.407;21.909
2024-04-04;21.937;21.891
2024-04-05;22.919;21.871
2024-04-06;22.291;21.85
2024-04-07;22.199;21.827
2024-04-08;22.95;21.804
2024-04-09;23.575;21.779
2024-04-10;22.779;21.752
2024-04-11;21.515;21.725
2024-04-12;21.53;21.696
2024-04-13;22.85;21.666
2024-04-14;22.721;21.635
2024-04-15;22.664;21.604
2024-04-16;23.234;21.571
2024-04-17;23.906;21.537
2024-04-18;23.974;21.502
2024-04-19;23.145;21.467
2024-04-20;23.47;21.431
2024-04-21;22.062;21.394
2024-04-22;22.126;21.356
2024-04-23;23.491;21.318
2024-04-24;23.259;21.279
2024-04-25;23.576;21.24
2024-04-26;23.002;21.201
2024-04-27;22.846;21.161
2024-04-28;22.927;21.122
2024-04-29;23.609;21.081
2024-04-30;23.406;21.041
2024-05-01;23.609;21.001
2024-05-02;23.048;20.96
2024-05-03;23.436;20.92
2024-05-04;22.986;20.88
2024-05-05;22.012;20.84
2024-05-06;21.947;20.8
2024-05-07;21.459;20.76
2024-05-08;21.136;20.721
2024-05-09;21.716;20.681
2024-05-10;20.241;20.643
2024-05-11;20.722;20.604
2024-05-12;21.24;20.566
2024-05-13;21.867;20.528
2024-05-14;22.64;20.491
2024-05-15;22.562;20.454
2024-05-16;21.846;20.417
2024-05-17;20.746;20.381
2024-05-18;20.451;20.346
2024-05-19;21.224;20.311
2024-05-20;21.466;20.276
2024-05-21;22.225;20.242
2024-05-22;20.983;20.208
2024-05-23;21.003;20.175
2024-05-24;21.747;20.143
2024-05-25;21.375;20.11
2024-05-26;21.149;20.079
2024-05-27;20.854;20.047
2024-05-28;20.971;20.017
2024-05-29;20.229;19.986
2024-05-30;19.911;19.956
2024-05-31;19.935;19.927
2024-06-01;19.698;19.898
2024-06-02;19.062;19.869
2024-06-03;19.698;19.841
2024-06-04;20.156;19.813
2024-06-05;19.8;19.785
2024-06-06;19.575;19.758
2024-06-07;20.317;19.731
2024-06-08;20.698;19.705
2024-06-09;20.626;19.679
2024-06-10;19.948;19.653
2024-06-11;20.489;19.628
2024-06-12;20.261;19.604
2024-06-13;19.518;19.579
2024-06-14;20.666;19.556
2024-06-15;19.854;19.532
2024-06-16;18.877;19.51
2024-06-17;18.255;19.488
2024-06-18;19.707;19.466
2024-06-19;19.104;19.446
2024-06-20;20.544;19.425
2024-06-21;19.703;19.406
2024-06-22;19.897;19.388
2024-06-23;19.781;19.37
2024-06-24;20.274;19.353
2024-06-25;20.894;19.337
2024-06-26;19.997;19.323
2024-06-27;19.29;19.309
2024-06-28;19.61;19.297
2024-06-29;19.433;19.286
2024-06-30;19.709;19.276
2024-07-01;20.388;19.268
2024-07-02;20.622;19.261
2024-07-03;19.644;19.256
2024-07-04;19.857;19.253
2024-07-05;19.853;19.252
2024-07-06;20.37;19.252
2024-07-07;21.222;19.254
2024-07-08;20.099;19.259
2024-07-09;20.459;19.266
2024-07-10;20.876;19.275
2024-07-11;21.34;19.286
2024-07-12;21.473;19.3
2024-07-13;18.83;19.316
2024-07-14;17.661;19.335
2024-07-15;18.424;19.356
2024-07-16;19.391;19.381
2024-07-17;19.496;19.408
2024-07-18;19.418;19.438
2024-07-19;18.989;19.471
2024-07-20;18.654;19.507
2024-07-21;18.726;19.546
2024-07-22;18.766;19.588
2024-07-23;19.061;19.634
2024-07-24;19.245;19.682
2024-07-25;19.145;19.734
2024-07-26;19.198;19.788
2024-07-27;19.48;19.846
2024-07-28;20.842;19.908
2024-07-29;21.776;19.972
2024-07-30;22.769;20.04
2024-07-31;22.044;20.11
2024-08-01;20.217;20.184
2024-08-02;19.743;20.261
2024-08-03;19.945;20.34
2024-08-04;20.548;20.423
2024-08-05;20.449;20.508
2024-08-06;20.289;20.596
2024-08-07;20.142;20.687
2024-08-08;20.146;20.781
2024-08-09;21.031;20.876
2024-08-10;18.645;20.974
2024-08-11;19.12;21.074
2024-08-12;19.741;21.176
2024-08-13;19.182;21.28
2024-08-14;21.747;21.386
2024-08-15;23.355;21.493
2024-08-16;23.652;21.601
2024-08-17;23.204;21.711
2024-08-18;21.641;21.821
2024-08-19;22.324;21.933
2024-08-20;22.702;22.045
2024-08-21;22.023;22.157
2024-08-22;23.683;22.269
2024-08-23;23.996;22.381
2024-08-24;24.105;22.494
2024-08-25;22.166;22.605
2024-08-26;20.278;22.716
2024-08-27;21.832;22.826
2024-08-28;22.915;22.934
2024-08-29;21.604;23.042
2024-08-30;21.567;23.148
2024-08-31;22.516;23.251
2024-09-01;23.051;23.353
2024-09-02;23.816;23.453
2024-09-03;23.084;23.55
2024-09-04;23.733;23.645
2024-09-05;24.949;23.736
2024-09-06;26.044;23.825
2024-09-07;24.089;23.91
2024-09-08;22.586;23.992
2024-09-09;22.93;24.071
2024-09-10;22.949;24.145
2024-09-11;23.365;24.216
2024-09-12;24.355;24.283
2024-09-13;24.717;24.345
2024-09-14;24.877;24.404
2024-09-15;25.088;24.457
2024-09-16;25.504;24.507
2024-09-17;25.368;24.552
2024-09-18;26.198;24.592
2024-09-19;25.429;24.627
2024-09-20;24.452;24.657
2024-09-21;25.553;24.683
2024-09-22;26.628;24.704
2024-09-23;26.98;24.72
2024-09-24;27.144;24.731
2024-09-25;27.198;24.737
2024-09-26;26.567;24.739
2024-09-27;26.354;24.735
2024-09-28;26.332;24.727
2024-09-29;25.265;24.715
2024-09-30;25.097;24.697
2024-10-01;25.282;24.676
2024-10-02;25.768;24.649
2024-10-03;27.103;24.619
2024-10-04;29.062;24.584
2024-10-05;27.979;24.546
2024-10-06;28.151;24.503
2024-10-07;26.033;24.457
2024-10-08;25.372;24.407
2024-10-09;25.96;24.354
2024-10-10;22.692;24.298
2024-10-11;23.825;24.238
2024-10-12;22.962;24.176
2024-10-13;24.841;24.111
2024-10-14;24.831;24.044
2024-10-15;21.507;23.975
2024-10-16;21.505;23.904
2024-10-17;20.09;23.831
2024-10-18;21.228;23.756
2024-10-19;20.714;23.68
2024-10-20;21.264;23.603
2024-10-21;22.228;23.525
2024-10-22;21.915;23.447
2024-10-23;22.464;23.368
2024-10-24;23.743;23.289
2024-10-25;22.189;23.21
2024-10-26;24.204;23.131
2024-10-27;23.385;23.053
2024-10-28;24.028;22.976
2024-10-29;22.67;22.899
2024-10-30;21.359;22.823
2024-10-31;20.318;22.749
2024-11-01;20.939;22.676
2024-11-02;21.752;22.605
2024-11-03;22.218;22.535
2024-11-04;23.681;22.468
2024-11-05;19.888;22.402
2024-11-06;22.043;22.339
2024-11-07;21.464;22.278
2024-11-08;20.281;22.219
2024-11-09;20.557;22.163
2024-11-10;22.687;22.11
2024-11-11;21.484;22.059
2024-11-12;22.337;22.011
2024-11-13;21.551;21.966
2024-11-14;20.577;21.924
2024-11-15;19.591;21.885
2024-11-16;21.717;21.849
2024-11-17;20.493;21.816
2024-11-18;22.612;21.786
2024-11-19;23.334;21.759
2024-11-20;23.85;21.735
2024-11-21;23.562;21.714
2024-11-22;21.664;21.695
2024-11-23;21.431;21.68
2024-11-24;21.332;21.667
2024-11-25;21.789;21.657
2024-11-26;22.491;21.65
2024-11-27;22.834;21.645
2024-11-28;23.274;21.643
2024-11-29;22.862;21.643
2024-11-30;23.886;21.646
2024-12-01;23.101;21.651
2024-12-02;22.107;21.657
2024-12-03;23.114;21.666
2024-12-04;22.858;21.676
2024-12-05;22.653;21.688
2024-12-06;24.236;21.702
2024-12-07;24.635;21.717
2024-12-08;24.298;21.733
2024-12-09;23.424;21.75
2024-12-10;23.789;21.769
2024-12-11;22.951;21.788
2024-12-12;22.145;21.808
2024-12-13;23.107;21.828
2024-12-14;22.642;21.849
2024-12-15;21.107;21.87
2024-12-16;22.227;21.891
2024-12-17;21.529;21.913
2024-12-18;22.164;21.934
2024-12-19;22.696;21.955
2024-12-20;22.859;21.975
2024-12-21;22.153;21.995
2024-12-22;21.098;22.015
2024-12-23;21.899;22.034
2024-12-24;21.381;22.052
2024-12-25;21.488;22.069
2024-12-26;21.244;22.086
2024-12-27;21.67;22.101
2024-12-28;22.714;22.116
2024-12-29;21.757;22.129
2024-12-30;21.289;22.141
2024-12-31;21.263;22.152
