data;temperatura_observada;temperatura_prevista
2024-03-24;21.688;21.541
2024-03-25;21.475;22.045
2024-03-26;21.642;21.646
2024-03-27;21.425;21.721
2024-03-28;21.267;21.388
2024-03-29;22.404;21.329
2024-03-30;22.938;22.372
2024-03-31;23.088;22.732
2024-04-01;23.204;22.969
2024-04-02;20.887;23.099
2024-04-03;22.038;20.917
2024-04-04;21.858;22.357
2024-04-05;22.712;21.972
2024-04-06;22.462;22.749
2024-04-07;22.133;22.262
2024-04-08;22.912;22.058
2024-04-09;23.463;22.826
2024-04-10;22.625;23.275
2024-04-11;20.683;22.427
2024-04-12;20.754;20.804
2024-04-13;22.629;21.312
2024-04-14;22.604;22.896
2024-04-15;22.388;22.528
2024-04-16;22.696;22.365
2024-04-17;23.433;22.586
2024-04-18;23.721;23.29
2024-04-19;23.325;23.532
2024-04-20;23.325;23.186
2024-04-21;21.754;23.201
2024-04-22;21.5;21.808
2024-04-23;23.167;21.873
2024-04-24;22.525;23.271
2024-04-25;23.512;22.464
2024-04-26;23.171;23.508
2024-04-27;22.758;22.944
2024-04-28;22.55;22.707
2024-04-29;23.558;22.492
2024-04-30;23.392;23.537
2024-05-01;23.979;23.19
2024-05-02;22.754;23.906
2024-05-03;23.129;22.51
2024-05-04;22.883;23.194
2024-05-05;21.988;22.832
2024-05-06;21.688;22.141
2024-05-07;21.525;21.802
2024-05-08;21.667;21.724
2024-05-09;21.188;21.817
2024-05-10;20.304;21.271
2024-05-11;21.113;20.529
2024-05-12;21.096;21.313
2024-05-13;21.454;21.239
2024-05-14;22.608;21.498
2024-05-15;22.379;22.509
2024-05-16;21.238;22.195
2024-05-17;20.933;21.174
2024-05-18;21.267;21.092
2024-05-19;20.608;21.501
2024-05-20;21.229;20.856
2024-05-21;22.004;21.348
2024-05-22;20.808;21.968
2024-05-23;20.971;20.847
2024-05-24;20.592;21.081
2024-05-25;20.467;20.758
2024-05-26;21.433;20.754
2024-05-27;20.746;21.538
2024-05-28;20.242;20.83
2024-05-29;20.296;20.415
2024-05-30;19.604;20.51
2024-05-31;19.475;19.995
2024-06-01;19.367;19.883
2024-06-02;18.729;19.788
2024-06-03;18.996;19.246
2024-06-04;19.896;19.498
2024-06-05;19.413;20.292
2024-06-06;19.15;19.714
2024-06-07;19.817;19.485
2024-06-08;20.3;20.144
2024-06-09;19.992;20.558
2024-06-10;19.908;20.149
2024-06-11;20.075;20.099
2024-06-12;19.758;20.315
2024-06-13;20.133;20.041
2024-06-14;20.621;20.385
2024-06-15;19.25;20.79
2024-06-16;19.208;19.554
2024-06-17;18.633;19.64
2024-06-18;19.858;19.204
2024-06-19;19.287;20.363
2024-06-20;19.842;19.638
2024-06-21;19.054;20.121
2024-06-22;20.352;19.404
2024-06-23;19.275;20.682
2024-06-24;19.665;19.572
2024-06-25;20.267;20.003
2024-06-26;19.996;20.504
2024-06-27;19.029;20.249
2024-06-28;19.375;19.373
2024-06-29;19.859;19.796
2024-06-30;19.43;20.269
2024-07-01;19.604;19.765
2024-07-02;19.508;19.884
2024-07-03;19.192;19.831
2024-07-04;19.608;19.585
2024-07-05;19.362;19.969
2024-07-06;19.879;19.72
2024-07-07;20.808;20.179
2024-07-08;20.004;20.96
2024-07-09;20.5;20.128
2024-07-10;21.209;20.655
2024-07-11;21.605;21.283
2024-07-12;20.875;21.594
2024-07-13;18.692;20.829
2024-07-14;18.392;19.173
2024-07-15;18.275;19.332
2024-07-16;18.762;19.232
2024-07-17;19.222;19.424
2024-07-18;19.83;19.657
2024-07-19;19.092;20.092
2024-07-20;18.462;19.395
2024-07-21;18.75;18.984
2024-07-22;19.479;19.316
2024-07-23;19.812;19.986
2024-07-24;19.783;20.1
2024-07-25;18.55;19.954
2024-07-26;19.108;19.006
2024-07-27;19.175;19.609
2024-07-28;20.842;19.676
2024-07-29;20.642;21.113
2024-07-30;22.596;20.636
2024-07-31;21.421;22.723
2024-08-01;19.854;21.257
2024-08-02;18.908;20.054
2024-08-03;19.596;19.599
2024-08-04;20.225;20.357
2024-08-05;20.279;20.67
2024-08-06;20.129;20.458
2024-08-07;19.912;20.24
2024-08-08;19.733;20.114
2024-08-09;20.661;20.035
2024-08-10;19.379;20.899
2024-08-11;19.175;19.664
2024-08-12;20.025;19.582
2024-08-13;19.225;20.405
2024-08-14;21.139;19.638
2024-08-15;22.992;21.381
2024-08-16;23.204;22.957
2024-08-17;22.554;23.19
2024-08-18;21.925;22.611
2024-08-19;22.371;21.831
2024-08-20;22.446;22.454
2024-08-21;23.033;22.467
2024-08-22;23.221;22.93
2024-08-23;23.675;23.033
2024-08-24;24.167;23.549
2024-08-25;22.426;24.03
2024-08-26;19.896;22.238
2024-08-27;21.974;20.502
2024-08-28;22.508;22.686
2024-08-29;21.321;22.674
2024-08-30;21.45;21.368
2024-08-31;22.158;21.497
2024-09-01;23.296;22.177
2024-09-02;23.717;23.154
2024-09-03;23.808;23.576
2024-09-04;23.996;23.736
2024-09-05;24.704;23.9
2024-09-06;26.046;24.592
2024-09-07;24.317;25.953
2024-09-08;22.829;24.106
2024-09-09;23.3;22.895
2024-09-10;23.283;23.594
2024-09-11;23.483;23.573
2024-09-12;24.025;23.484
2024-09-13;24.262;23.877
2024-09-14;24.929;24.104
2024-09-15;24.988;24.851
2024-09-16;25.546;24.859
2024-09-17;25.3;25.504
2024-09-18;25.908;25.168
2024-09-19;25.021;25.841
2024-09-20;24.858;24.836
2024-09-21;25.362;24.804
2024-09-22;27.004;25.256
2024-09-23;26.754;26.759
2024-09-24;26.7;26.52
2024-09-25;26.846;26.614
2024-09-26;26.45;26.653
2024-09-27;26.208;26.231
2024-09-28;26.612;26.036
2024-09-29;25.146;26.428
2024-09-30;24.617;24.981
2024-10-01;25.212;24.712
2024-10-02;25.179;25.254
2024-10-03;26.979;25.171
2024-10-04;28.604;26.831
2024-10-05;27.758;28.023
2024-10-06;27.533;27.411
2024-10-07;26.112;27.407
2024-10-08;25.429;25.86
2024-10-09;25.788;25.697
2024-10-10;23.033;25.91
2024-10-11;23.692;23.472
2024-10-12;22.588;24.233
2024-10-13;24.675;22.913
2024-10-14;24.35;24.855
2024-10-15;20.862;24.027
2024-10-16;20.854;20.982
2024-10-17;19.612;21.661
2024-10-18;20.242;20.745
2024-10-19;20.4;21.058
2024-10-20;21.033;20.683
2024-10-21;22.308;21.179
2024-10-22;21.646;22.276
2024-10-23;21.771;21.51
2024-10-24;22.375;21.745
2024-10-25;21.313;22.261
2024-10-26;23.983;21.346
2024-10-27;22.992;23.99
2024-10-28;23.458;22.686
2024-10-29;22.067;23.52
2024-10-30;20.858;21.839
2024-10-31;19.892;21.361
2024-11-01;20.6;20.609
2024-11-02;21.771;21.188
2024-11-03;22.296;21.96
2024-11-04;23.496;22.167
2024-11-05;19.333;23.497
2024-11-06;21.425;19.491
2024-11-07;21.192;21.995
2024-11-08;19.988;21.471
2024-11-09;20.262;20.482
2024-11-10;21.925;20.564
2024-11-11;21.154;22.095
2024-11-12;22.208;21.183
2024-11-13;21.492;22.263
2024-11-14;19.912;21.318
2024-11-15;18.95;20.194
2024-11-16;21.225;19.604
2024-11-17;19.792;21.723
2024-11-18;22.15;20.133
2024-11-19;22.533;22.314
2024-11-20;23.421;22.4
2024-11-21;22.946;23.422
2024-11-22;21.45;22.85
2024-11-23;21.713;21.407
2024-11-24;21.142;21.92
2024-11-25;20.958;21.41
2024-11-26;22.012;21.232
2024-11-27;22.771;22.05
2024-11-28;23.238;22.624
2024-11-29;22.575;23.132
2024-11-30;23.679;22.44
2024-12-01;22.833;23.627
2024-12-02;21.925;22.639
2024-12-03;22.279;21.982
2024-12-04;22.288;22.359
2024-12-05;22.0;22.406
2024-12-06;23.565;22.026
2024-12-07;24.871;23.451
2024-12-08;24.335;24.652
2024-12-09;22.925;24.211
2024-12-10;24.038;22.854
2024-12-11;23.162;24.056
2024-12-12;21.704;23.198
2024-12-13;22.637;21.928
2024-12-14;22.838;22.785
2024-12-15;20.567;22.906
2024-12-16;21.792;20.763
2024-12-17;21.271;22.028
2024-12-18;21.858;21.42
2024-12-19;22.796;21.995
2024-12-20;22.7;22.64
2024-12-21;22.067;22.507
2024-12-22;20.154;21.94
2024-12-23;21.446;20.381
2024-12-24;20.867;21.831
2024-12-25;21.0;21.118
2024-12-26;21.058;21.198
2024-12-27;21.504;21.078
2024-12-28;22.121;21.564
2024-12-29;20.892;22.032
2024-12-30;21.109;20.878
2024-12-31;21.175;21.227
