data;temperatura_observada;temperatura_prevista
2023-10-21;23.062;26.254
2023-10-22;23.742;23.083
2023-10-23;25.583;24.318
2023-10-24;24.758;25.546
2023-10-25;25.054;24.68
2023-10-26;23.696;25.115
2023-10-27;23.246;23.441
2023-10-28;22.35;23.484
2023-10-29;24.258;22.633
2023-10-30;25.467;24.429
2023-10-31;24.446;25.175
2023-11-01;23.363;24.335
2023-11-02;22.788;23.335
2023-11-03;22.55;22.933
2023-11-04;22.029;22.982
2023-11-05;22.908;22.285
2023-11-06;24.592;22.973
2023-11-07;25.312;24.38
2023-11-08;25.2;25.138
2023-11-09;25.279;25.168
2023-11-10;24.867;25.238
2023-11-11;26.871;24.728
2023-11-12;26.012;26.754
2023-11-13;26.329;25.745
2023-11-14;26.55;26.309
2023-11-15;27.621;26.323
2023-11-16;26.096;27.355
2023-11-17;26.017;25.84
2023-11-18;24.767;25.943
2023-11-19;25.346;24.756
2023-11-20;21.383;25.55
2023-11-21;21.8;21.94
2023-11-22;22.354;22.961
2023-11-23;23.358;22.855
2023-11-24;24.075;23.555
2023-11-25;23.633;23.938
2023-11-26;24.142;23.514
2023-11-27;22.017;24.096
2023-11-28;23.746;21.94
2023-11-29;23.5;23.966
2023-11-30;23.408;23.348
2023-12-01;22.183;23.388
2023-12-02;22.688;22.031
2023-12-03;21.613;22.854
2023-12-04;21.558;21.744
2023-12-05;21.433;21.809
2023-12-06;22.525;21.536
2023-12-07;24.533;22.565
2023-12-08;25.162;24.357
2023-12-09;25.171;25.008
2023-12-10;26.654;25.176
2023-12-11;24.179;26.568
2023-12-12;22.45;23.909
2023-12-13;24.483;22.863
2023-12-14;25.967;24.808
2023-12-15;26.283;25.84
2023-12-16;25.75;26.035
2023-12-17;24.596;25.694
2023-12-18;23.833;24.488
2023-12-19;22.9;24.027
2023-12-20;22.425;23.39
2023-12-21;20.258;22.956
2023-12-22;21.254;21.013
2023-12-23;21.713;21.887
2023-12-24;22.171;21.917
2023-12-25;23.671;22.193
2023-12-26;23.233;23.609
2023-12-27;22.979;23.049
2023-12-28;22.475;22.927
2023-12-29;24.096;22.359
2023-12-30;23.033;24.089
2023-12-31;22.025;22.82
2024-01-01;21.996;22.048
2024-01-02;21.188;22.098
2024-01-03;20.538;21.551
2024-01-04;20.375;20.898
2024-01-05;20.4;20.681
2024-01-06;21.979;20.721
2024-01-07;21.988;22.075
2024-01-08;21.458;21.833
2024-01-09;21.575;21.423
2024-01-10;20.621;21.52
2024-01-11;21.3;20.791
2024-01-12;22.996;21.479
2024-01-13;22.679;22.933
2024-01-14;22.038;22.497
2024-01-15;21.492;22.003
2024-01-16;22.579;21.491
2024-01-17;24.533;22.677
2024-01-18;23.992;24.298
2024-01-19;23.867;23.8
2024-01-20;24.508;23.886
2024-01-21;23.787;24.396
2024-01-22;22.538;23.672
2024-01-23;22.479;22.538
2024-01-24;22.004;22.657
2024-01-25;22.588;22.29
2024-01-26;20.938;22.732
2024-01-27;21.479;21.027
2024-01-28;21.833;21.71
2024-01-29;22.221;21.892
2024-01-30;22.754;22.234
2024-01-31;21.429;22.615
2024-02-01;21.892;21.32
2024-02-02;22.092;21.982
2024-02-03;21.929;22.088
2024-02-04;22.396;21.961
2024-02-05;22.021;22.301
2024-02-06;21.342;21.917
2024-02-07;22.658;21.381
2024-02-08;22.133;22.686
2024-02-09;22.346;22.059
2024-02-10;20.621;22.296
2024-02-11;19.371;20.658
2024-02-12;21.812;20.079
2024-02-13;23.867;22.234
2024-02-14;24.246;23.742
2024-02-15;22.25;24.19
2024-02-16;21.75;22.337
2024-02-17;21.492;21.92
2024-02-18;22.058;21.904
2024-02-19;21.279;22.369
2024-02-20;20.408;21.344
2024-02-21;20.75;20.612
2024-02-22;21.825;20.982
2024-02-23;21.675;21.967
2024-02-24;22.967;21.64
2024-02-25;23.304;22.942
2024-02-26;23.008;23.125
2024-02-27;22.921;22.889
2024-02-28;23.992;22.808
2024-02-29;24.796;23.863
2024-03-01;23.963;24.591
2024-03-02;22.988;23.817
2024-03-03;21.238;22.895
2024-03-04;21.125;21.667
2024-03-05;21.988;21.962
2024-03-06;22.987;22.301
2024-03-07;23.175;22.941
2024-03-08;24.621;23.04
2024-03-09;23.696;24.608
2024-03-10;23.075;23.482
2024-03-11;22.954;23.02
2024-03-12;23.904;22.915
2024-03-13;23.888;23.948
2024-03-14;22.3;23.685
2024-03-15;24.55;22.163
2024-03-16;24.988;24.562
2024-03-17;22.95;24.635
2024-03-18;23.626;22.828
2024-03-19;24.113;23.651
2024-03-20;23.679;24.062
2024-03-21;23.025;23.67
2024-03-22;22.325;22.885
2024-03-23;21.079;22.384
