data;temperatura_observada;temperatura_prevista
2024-06-29;53.0;55.335
2024-06-30;50.565;50.014
2024-07-01;47.348;48.818
2024-07-02;49.958;47.0
2024-07-03;64.042;49.975
2024-07-04;59.875;62.785
2024-07-05;58.0;55.077
2024-07-06;59.167;53.449
2024-07-07;51.292;56.118
2024-07-08;49.083;50.27
2024-07-09;50.583;48.848
2024-07-10;49.739;50.578
2024-07-11;47.364;49.443
2024-07-12;52.375;45.943
2024-07-13;54.833;50.899
2024-07-14;53.208;52.76
2024-07-15;55.542;50.036
2024-07-16;55.375;52.101
2024-07-17;53.913;52.418
2024-07-18;50.913;51.375
2024-07-19;53.667;48.852
2024-07-20;53.333;52.329
2024-07-21;52.875;51.436
2024-07-22;49.583;50.581
2024-07-23;47.625;47.374
2024-07-24;46.0;46.699
2024-07-25;49.375;45.619
2024-07-26;48.25;49.143
2024-07-27;56.5;47.262
2024-07-28;56.542;54.972
2024-07-29;51.792;52.635
2024-07-30;46.333;48.173
2024-07-31;43.042;44.256
2024-08-01;57.125;43.607
2024-08-02;64.083;57.801
2024-08-03;60.542;61.439
2024-08-04;55.125;54.914
2024-08-05;52.75;50.893
2024-08-06;54.625;51.512
2024-08-07;43.5;54.29
2024-08-08;49.125;43.096
2024-08-09;46.696;49.47
2024-08-10;57.083;46.419
2024-08-11;55.792;56.824
2024-08-12;32.667;51.724
2024-08-13;26.125;30.052
2024-08-14;37.826;27.22
2024-08-15;54.042;41.675
2024-08-16;47.217;59.349
2024-08-17;42.417;44.05
2024-08-18;36.417;39.275
2024-08-19;29.875;34.353
2024-08-20;32.5;30.72
2024-08-21;31.958;34.794
2024-08-22;30.417;34.993
2024-08-23;34.458;34.758
2024-08-24;36.208;38.51
2024-08-25;43.652;39.874
2024-08-26;62.458;47.541
2024-08-27;50.826;65.237
2024-08-28;49.125;43.679
2024-08-29;53.333;45.614
2024-08-30;47.25;51.938
2024-08-31;39.083;47.198
2024-09-01;28.333;37.826
2024-09-02;26.833;28.914
2024-09-03;26.292;28.582
2024-09-04;24.833;30.14
2024-09-05;27.391;29.482
2024-09-06;26.958;31.082
2024-09-07;27.333;29.991
2024-09-08;33.958;30.665
2024-09-09;27.542;37.934
2024-09-10;32.167;30.056
2024-09-11;37.042;36.347
2024-09-12;35.25;40.997
2024-09-13;38.292;38.579
2024-09-14;32.458;42.221
2024-09-15;28.625;34.36
2024-09-16;29.458;31.756
2024-09-17;37.875;33.64
2024-09-18;37.083;42.515
2024-09-19;43.208;40.21
2024-09-20;37.5;46.668
2024-09-21;34.125;37.471
2024-09-22;27.208;35.443
2024-09-23;29.833;29.614
2024-09-24;33.25;33.764
2024-09-25;29.208;37.567
2024-09-26;29.417;32.985
2024-09-27;29.375;33.159
2024-09-28;34.917;32.911
2024-09-29;47.167;39.193
2024-09-30;41.083;52.717
2024-10-01;29.875;40.793
2024-10-02;34.458;30.796
2024-10-03;29.458;36.908
2024-10-04;24.292;31.427
2024-10-05;27.917;28.668
2024-10-06;34.458;32.064
2024-10-07;47.542;38.479
2024-10-08;58.542;52.839
2024-10-09;55.583;60.95
2024-10-10;69.875;52.274
2024-10-11;69.75;66.863
2024-10-12;76.625;64.017
2024-10-13;63.042;71.645
2024-10-14;63.375;58.39
2024-10-15;87.792;61.575
2024-10-16;84.292;81.544
2024-10-17;90.5;77.842
2024-10-18;87.083;82.145
2024-10-19;86.5;79.619
2024-10-20;83.333;81.207
2024-10-21;80.667;78.378
2024-10-22;83.583;77.104
2024-10-23;84.375;79.04
2024-10-24;82.792;79.415
2024-10-25;85.957;78.129
2024-10-26;74.333;80.09
2024-10-27;71.208;70.528
2024-10-28;74.583;69.212
2024-10-29;75.542;72.287
2024-10-30;84.5;72.717
2024-10-31;85.167;78.687
2024-11-01;76.333;78.509
2024-11-02;80.0;71.979
2024-11-03;78.667;75.623
2024-11-04;71.958;75.13
2024-11-05;93.667;69.012
2024-11-06;81.333;86.377
2024-11-07;87.917;75.377
2024-11-08;88.667;81.996
2024-11-09;88.583;81.165
2024-11-10;76.458;83.196
2024-11-11;87.583;72.367
2024-11-12;81.667;82.188
2024-11-13;84.917;77.311
2024-11-14;92.458;80.499
2024-11-15;94.958;84.532
2024-11-16;79.833;86.844
2024-11-17;88.75;74.898
2024-11-18;79.625;82.677
2024-11-19;75.833;75.803
2024-11-20;75.333;73.382
2024-11-21;76.208;72.477
2024-11-22;83.125;73.554
2024-11-23;83.917;78.15
2024-11-24;86.25;78.14
2024-11-25;82.25;79.927
2024-11-26;76.958;76.924
2024-11-27;79.0;73.489
2024-11-28;75.792;75.622
2024-11-29;79.625;72.746
2024-11-30;72.708;76.058
2024-12-01;79.292;68.997
2024-12-02;83.042;75.666
2024-12-03;80.5;77.408
2024-12-04;81.917;76.025
2024-12-05;78.458;76.637
2024-12-06;56.913;74.499
2024-12-07;51.708;55.052
2024-12-08;58.043;53.4
2024-12-09;74.875;60.088
2024-12-10;70.667;73.522
2024-12-11;73.375;64.652
2024-12-12;84.083;69.062
2024-12-13;71.0;77.576
2024-12-14;74.75;66.362
2024-12-15;88.833;71.748
2024-12-16;77.375;82.095
2024-12-17;84.708;72.395
2024-12-18;80.042;79.079
2024-12-19;76.875;74.906
2024-12-20;75.375;73.798
2024-12-21;82.958;72.193
2024-12-22;90.25;78.51
2024-12-23;84.625;82.893
2024-12-24;89.625;78.736
2024-12-25;88.125;82.536
2024-12-26;85.833;81.408
2024-12-27;81.792;80.903
2024-12-28;77.125;77.411
2024-12-29;81.667;74.106
2024-12-30;83.435;77.91
2024-12-31;78.75;78.69
