data;temperatura_observada;temperatura_prevista
2023-10-21;23.062;26.572
2023-10-22;23.742;23.007
2023-10-23;25.583;23.921
2023-10-24;24.758;25.533
2023-10-25;25.054;24.83
2023-10-26;23.696;25.233
2023-10-27;23.246;23.481
2023-10-28;22.35;23.339
2023-10-29;24.258;22.535
2023-10-30;25.467;24.472
2023-10-31;24.446;25.423
2023-11-01;23.363;24.396
2023-11-02;22.788;23.199
2023-11-03;22.55;22.805
2023-11-04;22.029;22.877
2023-11-05;22.908;22.257
2023-11-06;24.592;22.865
2023-11-07;25.312;24.591
2023-11-08;25.2;25.364
2023-11-09;25.279;25.335
2023-11-10;24.867;25.318
2023-11-11;26.871;24.813
2023-11-12;26.012;26.824
2023-11-13;26.329;25.98
2023-11-14;26.55;26.348
2023-11-15;27.621;26.598
2023-11-16;26.096;27.478
2023-11-17;26.017;26.102
2023-11-18;24.767;25.99
2023-11-19;25.346;24.674
2023-11-20;21.383;25.465
2023-11-21;21.8;21.607
2023-11-22;22.354;22.579
2023-11-23;23.358;22.83
2023-11-24;24.075;23.382
2023-11-25;23.633;23.907
2023-11-26;24.142;23.352
2023-11-27;22.017;24.015
2023-11-28;23.746;21.855
2023-11-29;23.5;23.863
2023-11-30;23.408;23.306
2023-12-01;22.183;23.365
2023-12-02;22.688;21.987
2023-12-03;21.613;22.748
2023-12-04;21.558;21.741
2023-12-05;21.433;21.746
2023-12-06;22.525;21.519
2023-12-07;24.533;22.501
2023-12-08;25.162;24.538
2023-12-09;25.171;25.167
2023-12-10;26.654;25.334
2023-12-11;24.179;26.679
2023-12-12;22.45;23.852
2023-12-13;24.483;22.584
2023-12-14;25.967;24.552
2023-12-15;26.283;25.978
2023-12-16;25.75;26.376
2023-12-17;24.596;25.82
2023-12-18;23.833;24.418
2023-12-19;22.9;23.864
2023-12-20;22.425;23.156
2023-12-21;20.258;22.793
2023-12-22;21.254;20.82
2023-12-23;21.713;21.84
2023-12-24;22.171;21.93
2023-12-25;23.671;22.121
2023-12-26;23.233;23.527
2023-12-27;22.979;22.939
2023-12-28;22.475;22.846
2023-12-29;24.096;22.307
2023-12-30;23.033;24.152
2023-12-31;22.025;22.798
2024-01-01;21.996;22.04
2024-01-02;21.188;22.048
2024-01-03;20.538;21.564
2024-01-04;20.375;20.89
2024-01-05;20.4;20.729
2024-01-06;21.979;20.746
2024-01-07;21.988;22.033
2024-01-08;21.458;21.784
2024-01-09;21.575;21.427
2024-01-10;20.621;21.491
2024-01-11;21.3;20.751
2024-01-12;22.996;21.49
2024-01-13;22.679;22.846
2024-01-14;22.038;22.438
2024-01-15;21.492;21.974
2024-01-16;22.579;21.381
2024-01-17;24.533;22.6
2024-01-18;23.992;24.534
2024-01-19;23.867;23.694
2024-01-20;24.508;23.723
2024-01-21;23.787;24.397
2024-01-22;22.538;23.642
2024-01-23;22.479;22.484
2024-01-24;22.004;22.579
2024-01-25;22.588;22.29
2024-01-26;20.938;22.642
2024-01-27;21.479;20.971
2024-01-28;21.833;21.658
2024-01-29;22.221;21.865
2024-01-30;22.754;22.148
2024-01-31;21.429;22.58
2024-02-01;21.892;21.257
2024-02-02;22.092;21.868
2024-02-03;21.929;22.042
2024-02-04;22.396;21.852
2024-02-05;22.021;22.265
2024-02-06;21.342;21.834
2024-02-07;22.658;21.321
2024-02-08;22.133;22.586
2024-02-09;22.346;21.933
2024-02-10;20.621;22.284
2024-02-11;19.371;20.598
2024-02-12;21.812;19.98
2024-02-13;23.867;22.235
2024-02-14;24.246;23.613
2024-02-15;22.25;24.205
2024-02-16;21.75;22.06
2024-02-17;21.492;21.74
2024-02-18;22.058;21.893
2024-02-19;21.279;22.343
2024-02-20;20.408;21.253
2024-02-21;20.75;20.609
2024-02-22;21.825;21.021
2024-02-23;21.675;21.939
2024-02-24;22.967;21.522
2024-02-25;23.304;22.875
2024-02-26;23.008;23.038
2024-02-27;22.921;22.834
2024-02-28;23.992;22.715
2024-02-29;24.796;23.868
2024-03-01;23.963;24.782
2024-03-02;22.988;23.693
2024-03-03;21.238;22.844
2024-03-04;21.125;21.498
2024-03-05;21.988;21.807
2024-03-06;22.987;22.341
2024-03-07;23.175;22.868
2024-03-08;24.621;22.955
2024-03-09;23.696;24.728
2024-03-10;23.075;23.31
2024-03-11;22.954;22.982
2024-03-12;23.904;22.863
2024-03-13;23.888;23.89
2024-03-14;22.3;23.693
2024-03-15;24.55;22.175
2024-03-16;24.988;24.738
2024-03-17;22.95;24.826
2024-03-18;23.626;22.862
2024-03-19;24.113;23.526
2024-03-20;23.679;24.008
2024-03-21;23.025;23.612
2024-03-22;22.325;22.855
2024-03-23;21.079;22.312
2024-03-24;21.688;21.439
2024-03-25;21.475;22.053
2024-03-26;21.642;21.636
2024-03-27;21.425;21.659
2024-03-28;21.267;21.332
2024-03-29;22.404;21.276
2024-03-30;22.938;22.316
2024-03-31;23.088;22.726
2024-04-01;23.204;22.906
2024-04-02;20.887;22.978
2024-04-03;22.038;20.868
2024-04-04;21.858;22.273
2024-04-05;22.712;21.975
2024-04-06;22.462;22.706
2024-04-07;22.133;22.223
2024-04-08;22.912;22.022
2024-04-09;23.463;22.772
2024-04-10;22.625;23.249
2024-04-11;20.683;22.441
2024-04-12;20.754;20.754
2024-04-13;22.629;21.253
2024-04-14;22.604;22.857
2024-04-15;22.388;22.385
2024-04-16;22.696;22.32
2024-04-17;23.433;22.52
2024-04-18;23.721;23.242
2024-04-19;23.325;23.477
2024-04-20;23.325;23.095
2024-04-21;21.754;23.144
2024-04-22;21.5;21.732
2024-04-23;23.167;21.801
2024-04-24;22.525;23.185
2024-04-25;23.512;22.316
2024-04-26;23.171;23.415
2024-04-27;22.758;22.851
2024-04-28;22.55;22.659
2024-04-29;23.558;22.42
2024-04-30;23.392;23.469
2024-05-01;23.979;23.184
2024-05-02;22.754;23.882
2024-05-03;23.129;22.506
2024-05-04;22.883;23.093
2024-05-05;21.988;22.768
2024-05-06;21.688;22.029
2024-05-07;21.525;21.758
2024-05-08;21.667;21.722
2024-05-09;21.188;21.767
2024-05-10;20.304;21.204
2024-05-11;21.113;20.508
2024-05-12;21.096;21.348
2024-05-13;21.454;21.185
2024-05-14;22.608;21.432
2024-05-15;22.379;22.488
2024-05-16;21.238;22.158
2024-05-17;20.933;21.17
2024-05-18;21.267;21.038
2024-05-19;20.608;21.527
2024-05-20;21.229;20.809
2024-05-21;22.004;21.335
2024-05-22;20.808;21.888
2024-05-23;20.971;20.774
2024-05-24;20.592;21.077
2024-05-25;20.467;20.767
2024-05-26;21.433;20.753
2024-05-27;20.746;21.502
2024-05-28;20.242;20.74
2024-05-29;20.296;20.445
2024-05-30;19.604;20.544
2024-05-31;19.475;19.989
2024-06-01;19.367;19.927
2024-06-02;18.729;19.804
2024-06-03;18.996;19.271
2024-06-04;19.896;19.538
2024-06-05;19.413;20.264
2024-06-06;19.15;19.681
2024-06-07;19.817;19.541
2024-06-08;20.3;20.147
2024-06-09;19.992;20.5
2024-06-10;19.908;20.147
2024-06-11;20.075;20.134
2024-06-12;19.758;20.307
2024-06-13;20.133;20.042
2024-06-14;20.621;20.391
2024-06-15;19.25;20.747
2024-06-16;19.208;19.536
2024-06-17;18.633;19.719
2024-06-18;19.858;19.217
2024-06-19;19.287;20.416
2024-06-20;19.842;19.551
2024-06-21;19.054;20.169
2024-06-22;20.352;19.355
2024-06-23;19.275;20.689
2024-06-24;19.665;19.486
2024-06-25;20.267;20.094
2024-06-26;19.996;20.477
2024-06-27;19.029;20.215
2024-06-28;19.375;19.403
2024-06-29;19.859;19.848
2024-06-30;19.43;20.247
2024-07-01;19.604;19.763
2024-07-02;19.508;19.932
2024-07-03;19.192;19.817
2024-07-04;19.608;19.615
2024-07-05;19.362;19.974
2024-07-06;19.879;19.701
2024-07-07;20.808;20.19
2024-07-08;20.004;20.89
2024-07-09;20.5;20.095
2024-07-10;21.209;20.668
2024-07-11;21.605;21.229
2024-07-12;20.875;21.502
2024-07-13;18.692;20.806
2024-07-14;18.392;19.124
2024-07-15;18.275;19.253
2024-07-16;18.762;19.261
2024-07-17;19.222;19.53
2024-07-18;19.83;19.621
2024-07-19;19.092;20.072
2024-07-20;18.462;19.37
2024-07-21;18.75;19.017
2024-07-22;19.479;19.349
2024-07-23;19.812;19.97
2024-07-24;19.783;20.056
2024-07-25;18.55;19.979
2024-07-26;19.108;18.983
2024-07-27;19.175;19.677
2024-07-28;20.842;19.648
2024-07-29;20.642;21.081
2024-07-30;22.596;20.54
2024-07-31;21.421;22.615
2024-08-01;19.854;21.18
2024-08-02;18.908;20.097
2024-08-03;19.596;19.479
2024-08-04;20.225;20.439
2024-08-05;20.279;20.659
2024-08-06;20.129;20.42
2024-08-07;19.912;20.26
2024-08-08;19.733;20.137
2024-08-09;20.661;20.049
2024-08-10;19.379;20.89
2024-08-11;19.175;19.62
2024-08-12;20.025;19.685
2024-08-13;19.225;20.412
2024-08-14;21.139;19.607
2024-08-15;22.992;21.309
2024-08-16;23.204;22.787
2024-08-17;22.554;23.012
2024-08-18;21.925;22.446
2024-08-19;22.371;21.782
2024-08-20;22.446;22.389
2024-08-21;23.033;22.373
2024-08-22;23.221;22.892
2024-08-23;23.675;22.987
2024-08-24;24.167;23.461
2024-08-25;22.426;24.008
2024-08-26;19.896;22.242
2024-08-27;21.974;20.33
2024-08-28;22.508;22.574
2024-08-29;21.321;22.647
2024-08-30;21.45;21.323
2024-08-31;22.158;21.44
2024-09-01;23.296;22.127
2024-09-02;23.717;23.15
2024-09-03;23.808;23.452
2024-09-04;23.996;23.571
2024-09-05;24.704;23.753
2024-09-06;26.046;24.737
2024-09-07;24.317;26.172
2024-09-08;22.829;24.011
2024-09-09;23.3;22.815
2024-09-10;23.283;23.424
2024-09-11;23.483;23.51
2024-09-12;24.025;23.43
2024-09-13;24.262;23.845
2024-09-14;24.929;24.142
2024-09-15;24.988;25.019
2024-09-16;25.546;25.0
2024-09-17;25.3;25.704
2024-09-18;25.908;25.31
2024-09-19;25.021;26.035
2024-09-20;24.858;24.936
2024-09-21;25.362;24.933
2024-09-22;27.004;25.417
2024-09-23;26.754;26.94
2024-09-24;26.7;26.789
2024-09-25;26.846;26.744
2024-09-26;26.45;26.876
2024-09-27;26.208;26.496
2024-09-28;26.612;26.243
2024-09-29;25.146;26.645
2024-09-30;24.617;25.089
2024-10-01;25.212;24.643
2024-10-02;25.179;25.271
2024-10-03;26.979;25.301
2024-10-04;28.604;26.908
2024-10-05;27.758;28.106
2024-10-06;27.533;27.602
2024-10-07;26.112;27.385
2024-10-08;25.429;26.048
2024-10-09;25.788;25.439
2024-10-10;23.033;25.88
2024-10-11;23.692;23.137
2024-10-12;22.588;23.918
2024-10-13;24.675;22.83
2024-10-14;24.35;24.844
2024-10-15;20.862;24.02
2024-10-16;20.854;20.925
2024-10-17;19.612;21.322
2024-10-18;20.242;20.631
2024-10-19;20.4;21.051
2024-10-20;21.033;20.641
2024-10-21;22.308;21.136
2024-10-22;21.646;22.207
2024-10-23;21.771;21.48
2024-10-24;22.375;21.761
2024-10-25;21.313;22.232
2024-10-26;23.983;21.233
2024-10-27;22.992;24.164
2024-10-28;23.458;22.625
2024-10-29;22.067;23.433
2024-10-30;20.858;21.803
2024-10-31;19.892;21.229
2024-11-01;20.6;20.51
2024-11-02;21.771;21.251
2024-11-03;22.296;21.912
2024-11-04;23.496;22.141
2024-11-05;19.333;23.346
2024-11-06;21.425;19.305
2024-11-07;21.192;21.883
2024-11-08;19.988;21.47
2024-11-09;20.262;20.465
2024-11-10;21.925;20.499
2024-11-11;21.154;22.046
2024-11-12;22.208;21.033
2024-11-13;21.492;22.235
2024-11-14;19.912;21.264
2024-11-15;18.95;20.207
2024-11-16;21.225;19.537
2024-11-17;19.792;21.779
2024-11-18;22.15;19.992
2024-11-19;22.533;22.333
2024-11-20;23.421;22.255
2024-11-21;22.946;23.348
2024-11-22;21.45;22.686
2024-11-23;21.713;21.38
2024-11-24;21.142;21.862
2024-11-25;20.958;21.457
2024-11-26;22.012;21.203
2024-11-27;22.771;22.0
2024-11-28;23.238;22.591
2024-11-29;22.575;23.047
2024-11-30;23.679;22.361
2024-12-01;22.833;23.536
2024-12-02;21.925;22.604
2024-12-03;22.279;21.919
2024-12-04;22.288;22.283
2024-12-05;22.0;22.356
2024-12-06;23.565;21.903
2024-12-07;24.871;23.434
2024-12-08;24.335;24.843
2024-12-09;22.925;24.221
2024-12-10;24.038;22.756
2024-12-11;23.162;23.97
2024-12-12;21.704;23.098
2024-12-13;22.637;21.817
2024-12-14;22.838;22.687
2024-12-15;20.567;22.841
2024-12-16;21.792;20.727
2024-12-17;21.271;21.951
2024-12-18;21.858;21.449
2024-12-19;22.796;21.943
2024-12-20;22.7;22.632
2024-12-21;22.067;22.491
2024-12-22;20.154;21.935
2024-12-23;21.446;20.345
2024-12-24;20.867;21.848
2024-12-25;21.0;21.129
2024-12-26;21.058;21.197
2024-12-27;21.504;21.051
2024-12-28;22.121;21.512
2024-12-29;20.892;21.987
2024-12-30;21.109;20.809
2024-12-31;21.175;21.211
