data;temperatura_observada;temperatura_prevista
2024-01-22;22.67;22.911
2024-01-23;22.367;22.432
2024-01-24;22.129;22.265
2024-01-25;22.502;22.086
2024-01-26;21.492;22.464
2024-01-27;22.072;21.445
2024-01-28;21.999;22.241
2024-01-29;22.482;21.937
2024-01-30;22.989;22.471
2024-01-31;21.707;22.772
2024-02-01;21.905;21.548
2024-02-02;22.34;22.048
2024-02-03;22.031;22.278
2024-02-04;22.56;21.955
2024-02-05;22.148;22.514
2024-02-06;21.532;21.987
2024-02-07;22.896;21.582
2024-02-08;22.291;22.9
2024-02-09;22.78;22.004
2024-02-10;21.099;22.706
2024-02-11;19.891;20.984
2024-02-12;22.201;20.366
2024-02-13;24.123;22.563
2024-02-14;24.165;23.713
2024-02-15;23.405;23.498
2024-02-16;22.539;22.885
2024-02-17;22.07;22.262
2024-02-18;22.025;21.997
2024-02-19;21.352;22.02
2024-02-20;20.597;21.406
2024-02-21;21.093;20.89
2024-02-22;22.108;21.462
2024-02-23;21.976;22.219
2024-02-24;23.12;21.914
2024-02-25;23.402;23.039
2024-02-26;23.123;22.988
2024-02-27;22.96;22.78
2024-02-28;24.064;22.684
2024-02-29;24.93;23.709
2024-03-01;24.185;24.226
2024-03-02;22.944;23.444
2024-03-03;21.57;22.542
2024-03-04;21.037;21.528
2024-03-05;22.076;21.307
2024-03-06;22.637;22.291
2024-03-07;23.224;22.538
2024-03-08;24.242;23.024
2024-03-09;23.635;23.816
2024-03-10;22.829;23.069
2024-03-11;23.852;22.557
2024-03-12;24.071;23.602
2024-03-13;23.68;23.521
2024-03-14;22.567;23.216
2024-03-15;24.407;22.286
2024-03-16;24.663;24.196
2024-03-17;23.061;23.901
2024-03-18;23.812;22.582
2024-03-19;23.772;23.596
2024-03-20;23.204;23.264
2024-03-21;23.109;22.872
2024-03-22;22.953;22.876
2024-03-23;21.326;22.727
2024-03-24;22.021;21.296
2024-03-25;21.89;22.299
2024-03-26;22.068;21.875
2024-03-27;21.574;22.174
2024-03-28;21.487;21.625
2024-03-29;22.744;21.696
2024-03-30;22.828;22.788
2024-03-31;23.207;22.57
2024-04-01;23.592;22.987
2024-04-02;21.865;23.205
2024-04-03;22.407;21.595
2024-04-04;21.937;22.507
2024-04-05;22.919;21.795
2024-04-06;22.291;22.888
2024-04-07;22.199;22.002
2024-04-08;22.95;22.173
2024-04-09;23.575;22.766
2024-04-10;22.779;23.173
2024-04-11;21.515;22.351
2024-04-12;21.53;21.425
2024-04-13;22.85;21.653
2024-04-14;22.721;22.752
2024-04-15;22.664;22.342
2024-04-16;23.234;22.411
2024-04-17;23.906;22.88
2024-04-18;23.974;23.355
2024-04-19;23.145;23.291
2024-04-20;23.47;22.56
2024-04-21;22.062;23.034
2024-04-22;22.126;21.614
2024-04-23;23.491;22.051
2024-04-24;23.259;23.114
2024-04-25;23.576;22.632
2024-04-26;23.002;23.057
2024-04-27;22.846;22.4
2024-04-28;22.927;22.437
2024-04-29;23.609;22.471
2024-04-30;23.406;23.072
2024-05-01;23.609;22.72
2024-05-02;23.048;23.003
2024-05-03;23.436;22.4
2024-05-04;22.986;22.911
2024-05-05;22.012;22.343
2024-05-06;21.947;21.621
2024-05-07;21.459;21.723
2024-05-08;21.136;21.23
2024-05-09;21.716;21.062
2024-05-10;20.241;21.601
2024-05-11;20.722;20.114
2024-05-12;21.24;20.94
2024-05-13;21.867;21.133
2024-05-14;22.64;21.664
2024-05-15;22.562;22.208
2024-05-16;21.846;21.998
2024-05-17;20.746;21.409
2024-05-18;20.451;20.553
2024-05-19;21.224;20.487
2024-05-20;21.466;21.17
2024-05-21;22.225;21.198
2024-05-22;20.983;21.881
2024-05-23;21.003;20.568
2024-05-24;21.747;20.939
2024-05-25;21.375;21.463
2024-05-26;21.149;20.997
2024-05-27;20.854;20.916
2024-05-28;20.971;20.646
2024-05-29;20.229;20.813
2024-05-30;19.911;20.083
2024-05-31;19.935;19.982
2024-06-01;19.698;19.998
2024-06-02;19.062;19.769
2024-06-03;19.698;19.244
2024-06-04;20.156;19.937
2024-06-05;19.8;20.143
2024-06-06;19.575;19.776
2024-06-07;20.317;19.659
2024-06-08;20.698;20.337
2024-06-09;20.626;20.49
2024-06-10;19.948;20.394
2024-06-11;20.489;19.799
2024-06-12;20.261;20.431
2024-06-13;19.518;20.036
2024-06-14;20.666;19.481
2024-06-15;19.854;20.638
2024-06-16;18.877;19.583
2024-06-17;18.255;19.006
2024-06-18;19.707;18.552
2024-06-19;19.104;19.962
2024-06-20;20.544;19.029
2024-06-21;19.703;20.599
2024-06-22;19.897;19.396
2024-06-23;19.781;19.924
2024-06-24;20.274;19.637
2024-06-25;20.894;20.171
2024-06-26;19.997;20.573
2024-06-27;19.29;19.677
2024-06-28;19.61;19.28
2024-06-29;19.433;19.644
2024-06-30;19.709;19.383
2024-07-01;20.388;19.708
2024-07-02;20.622;20.223
2024-07-03;19.644;20.309
2024-07-04;19.857;19.422
2024-07-05;19.853;19.847
2024-07-06;20.37;19.712
2024-07-07;21.222;20.23
2024-07-08;20.099;20.859
2024-07-09;20.459;19.709
2024-07-10;20.876;20.352
2024-07-11;21.34;20.534
2024-07-12;21.473;20.937
2024-07-13;18.83;20.963
2024-07-14;17.661;18.606
2024-07-15;18.424;18.178
2024-07-16;19.391;18.924
2024-07-17;19.496;19.61
2024-07-18;19.418;19.555
2024-07-19;18.989;19.527
2024-07-20;18.654;19.158
2024-07-21;18.726;18.97
2024-07-22;18.766;19.09
2024-07-23;19.061;19.107
2024-07-24;19.245;19.39
2024-07-25;19.145;19.499
2024-07-26;19.198;19.408
2024-07-27;19.48;19.502
2024-07-28;20.842;19.75
2024-07-29;21.776;20.936
2024-07-30;22.769;21.496
2024-07-31;22.044;22.301
2024-08-01;20.217;21.476
2024-08-02;19.743;20.098
2024-08-03;19.945;20.041
2024-08-04;20.548;20.24
2024-08-05;20.449;20.767
2024-08-06;20.289;20.573
2024-08-07;20.142;20.525
2024-08-08;20.146;20.43
2024-08-09;21.031;20.492
2024-08-10;18.645;21.304
2024-08-11;19.12;18.978
2024-08-12;19.741;20.07
2024-08-13;19.182;20.312
2024-08-14;21.747;19.818
2024-08-15;23.355;22.284
2024-08-16;23.652;23.11
2024-08-17;23.204;23.262
2024-08-18;21.641;22.865
2024-08-19;22.324;21.604
2024-08-20;22.702;22.579
2024-08-21;22.023;22.675
2024-08-22;23.683;22.108
2024-08-23;23.996;23.781
2024-08-24;24.105;23.649
2024-08-25;22.166;23.864
2024-08-26;20.278;22.091
2024-08-27;21.832;20.899
2024-08-28;22.915;22.604
2024-08-29;21.604;23.144
2024-08-30;21.567;21.899
2024-08-31;22.516;22.229
2024-09-01;23.051;22.992
2024-09-02;23.816;23.316
2024-09-03;23.084;23.964
2024-09-04;23.733;23.168
2024-09-05;24.949;24.006
2024-09-06;26.044;24.88
2024-09-07;24.089;25.686
2024-09-08;22.586;23.759
2024-09-09;22.93;22.963
2024-09-10;22.949;23.454
2024-09-11;23.365;23.35
2024-09-12;24.355;23.785
2024-09-13;24.717;24.571
2024-09-14;24.877;24.714
2024-09-15;25.088;24.853
2024-09-16;25.504;25.02
2024-09-17;25.368;25.367
2024-09-18;26.198;25.168
2024-09-19;25.429;25.987
2024-09-20;24.452;25.08
2024-09-21;25.553;24.474
2024-09-22;26.628;25.605
2024-09-23;26.98;26.264
2024-09-24;27.144;26.44
2024-09-25;27.198;26.556
2024-09-26;26.567;26.58
2024-09-27;26.354;26.01
2024-09-28;26.332;25.972
2024-09-29;25.265;25.946
2024-09-30;25.097;24.991
2024-10-01;25.282;25.088
2024-10-02;25.768;25.196
2024-10-03;27.103;25.603
2024-10-04;29.062;26.687
2024-10-05;27.979;28.172
2024-10-06;28.151;26.809
2024-10-07;26.033;27.354
2024-10-08;25.372;25.247
2024-10-09;25.96;25.219
2024-10-10;22.692;25.685
2024-10-11;23.825;22.614
2024-10-12;22.962;24.431
2024-10-13;24.841;23.089
2024-10-14;24.831;25.152
2024-10-15;21.507;24.549
2024-10-16;21.505;21.751
2024-10-17;20.09;22.426
2024-10-18;21.228;20.878
2024-10-19;20.714;22.305
2024-10-20;21.264;21.397
2024-10-21;22.228;22.14
2024-10-22;21.915;22.761
2024-10-23;22.464;22.317
2024-10-24;23.743;22.903
2024-10-25;22.189;23.863
2024-10-26;24.204;22.217
2024-10-27;23.385;24.427
2024-10-28;24.028;23.082
2024-10-29;22.67;24.024
2024-10-30;21.359;22.518
2024-10-31;20.318;21.729
2024-11-01;20.939;20.931
2024-11-02;21.752;21.655
2024-11-03;22.218;22.166
2024-11-04;23.681;22.453
2024-11-05;19.888;23.674
2024-11-06;22.043;19.975
2024-11-07;21.464;22.795
2024-11-08;20.281;21.519
2024-11-09;20.557;20.833
2024-11-10;22.687;21.173
2024-11-11;21.484;22.963
2024-11-12;22.337;21.465
2024-11-13;21.551;22.598
2024-11-14;20.577;21.584
2024-11-15;19.591;20.987
2024-11-16;21.717;20.214
2024-11-17;20.493;22.263
2024-11-18;22.612;20.676
2024-11-19;23.334;22.948
2024-11-20;23.85;23.011
2024-11-21;23.562;23.504
2024-11-22;21.664;23.12
2024-11-23;21.431;21.55
2024-11-24;21.332;21.697
2024-11-25;21.789;21.55
2024-11-26;22.491;21.997
2024-11-27;22.834;22.507
2024-11-28;23.274;22.702
2024-11-29;22.862;23.052
2024-11-30;23.886;22.613
2024-12-01;23.101;23.625
2024-12-02;22.107;22.697
2024-12-03;23.114;22.061
2024-12-04;22.858;23.077
2024-12-05;22.653;22.62
2024-12-06;24.236;22.57
2024-12-07;24.635;23.965
2024-12-08;24.298;24.005
2024-12-09;23.424;23.733
2024-12-10;23.789;23.027
2024-12-11;22.951;23.517
2024-12-12;22.145;22.662
2024-12-13;23.107;22.169
2024-12-14;22.642;23.116
2024-12-15;21.107;22.492
2024-12-16;22.227;21.308
2024-12-17;21.529;22.554
2024-12-18;22.164;21.638
2024-12-19;22.696;22.438
2024-12-20;22.859;22.698
2024-12-21;22.153;22.807
2024-12-22;21.098;22.162
2024-12-23;21.899;21.386
2024-12-24;21.381;22.257
2024-12-25;21.488;21.592
2024-12-26;21.244;21.858
2024-12-27;21.67;21.562
2024-12-28;22.714;22.013
2024-12-29;21.757;22.817
2024-12-30;21.289;21.801
2024-12-31;21.263;21.633
