data;temperatura_observada;temperatura_prevista
2024-09-05;27.391;28.39
2024-09-06;26.958;30.652
2024-09-07;27.333;29.74
2024-09-08;33.958;30.316
2024-09-09;27.542;37.634
2024-09-10;32.167;29.547
2024-09-11;37.042;35.537
2024-09-12;35.25;40.275
2024-09-13;38.292;36.624
2024-09-14;32.458;40.551
2024-09-15;28.625;33.271
2024-09-16;29.458;30.626
2024-09-17;37.875;31.838
2024-09-18;37.083;41.459
2024-09-19;43.208;38.319
2024-09-20;37.5;45.646
2024-09-21;34.125;37.35
2024-09-22;27.208;34.797
2024-09-23;29.833;28.724
2024-09-24;33.25;32.845
2024-09-25;29.208;35.595
2024-09-26;29.417;31.287
2024-09-27;29.375;31.895
2024-09-28;34.917;31.646
2024-09-29;47.167;37.839
2024-09-30;41.083;51.412
2024-10-01;29.875;41.628
2024-10-02;34.458;29.968
2024-10-03;29.458;36.164
2024-10-04;24.292;31.169
2024-10-05;27.917;27.467
2024-10-06;34.458;31.04
2024-10-07;47.542;37.492
2024-10-08;58.542;51.515
2024-10-09;55.583;60.1
2024-10-10;69.875;52.974
2024-10-11;69.75;66.41
2024-10-12;76.625;64.335
2024-10-13;63.042;72.041
2024-10-14;63.375;58.194
2024-10-15;87.792;62.065
2024-10-16;84.292;83.163
2024-10-17;90.5;78.045
2024-10-18;87.083;84.402
2024-10-19;86.5;81.886
2024-10-20;83.333;81.609
2024-10-21;80.667;79.565
2024-10-22;83.583;77.151
2024-10-23;84.375;79.369
2024-10-24;82.792;79.698
2024-10-25;85.957;78.711
2024-10-26;74.333;81.253
2024-10-27;71.208;71.14
2024-10-28;74.583;69.857
2024-10-29;75.542;72.837
2024-10-30;84.5;72.706
2024-10-31;85.167;79.6
2024-11-01;76.333;79.947
2024-11-02;80.0;72.138
2024-11-03;78.667;77.332
2024-11-04;71.958;75.556
2024-11-05;93.667;69.571
2024-11-06;81.333;87.055
2024-11-07;87.917;75.786
2024-11-08;88.667;82.729
2024-11-09;88.583;84.037
2024-11-10;76.458;82.583
2024-11-11;87.583;73.02
2024-11-12;81.667;82.723
2024-11-13;84.917;77.657
2024-11-14;92.458;79.94
2024-11-15;94.958;86.261
2024-11-16;79.833;87.307
2024-11-17;88.75;75.246
2024-11-18;79.625;84.102
2024-11-19;75.833;76.054
2024-11-20;75.333;73.135
2024-11-21;76.208;73.471
2024-11-22;83.125;73.454
2024-11-23;83.917;78.664
2024-11-24;86.25;79.283
2024-11-25;82.25;81.304
2024-11-26;76.958;78.273
2024-11-27;79.0;74.415
2024-11-28;75.792;76.119
2024-11-29;79.625;73.24
2024-11-30;72.708;76.133
2024-12-01;79.292;69.597
2024-12-02;83.042;76.066
2024-12-03;80.5;78.733
2024-12-04;81.917;76.458
2024-12-05;78.458;78.21
2024-12-06;56.913;75.486
2024-12-07;51.708;54.705
2024-12-08;58.043;53.088
2024-12-09;74.875;60.434
2024-12-10;70.667;72.692
2024-12-11;73.375;64.906
2024-12-12;84.083;69.034
2024-12-13;71.0;79.626
2024-12-14;74.75;66.445
2024-12-15;88.833;72.533
2024-12-16;77.375;83.531
2024-12-17;84.708;72.705
2024-12-18;80.042;80.558
2024-12-19;76.875;76.615
2024-12-20;75.375;74.037
2024-12-21;82.958;73.222
2024-12-22;90.25;78.669
2024-12-23;84.625;83.75
2024-12-24;89.625;79.439
2024-12-25;88.125;84.441
2024-12-26;85.833;82.974
2024-12-27;81.792;80.968
2024-12-28;77.125;78.455
2024-12-29;81.667;74.424
2024-12-30;83.435;77.957
2024-12-31;78.75;78.883
